Experiment Name,Position,SampleName,ASO Microsynth ID,Target SNP ID,CrossingPoint,CrossingPoint,dCt,dct Avg,Avg,SD,ddCt,Avg_ddCt,Exp
Rd2.1_P1+2_WT_20210723,O1,Naïve_P2.1-2,Naïve_P2.1-2,,38.02649897,31.53112273,6.495376241,6.260383937,6.363339044,0.142634399,0.132037197,-0.102955107,1.073971052
Rd2.1_P1+2_WT_20210723,O2,Naïve_P2.1-2,Naïve_P2.1-2,,38.08193125,31.24254571,6.839385548,,,,0.476046504,,
Rd2.1_P1+2_WT_20210723,O3,Naïve_P2.1-2,Naïve_P2.1-2,,36.98520461,31.53881459,5.446390021,,,,-0.916949023,,
Rd2.1_P1+2_WT_20210723,O4,Naïve_P2.1-2,Naïve_P2.1-2,,29.32707144,23.1179246,6.209146837,6.221457126,,,-0.154192207,-0.141881918,1.10334343
Rd2.1_P1+2_WT_20210723,O5,Naïve_P2.1-2,Naïve_P2.1-2,,29.33794399,23.19976594,6.13817805,,,,-0.225160994,,
Rd2.1_P1+2_WT_20210723,O6,Naïve_P2.1-2,Naïve_P2.1-2,,29.51710914,23.20006265,6.31704649,,,,-0.046292554,,
Rd2.1_P1+2_WT_20210723,P1,Naïve_P2.1-2,Naïve_P2.1-2,,29.57494493,23.09943768,6.475507249,6.472894855,,,0.112168205,0.109555812,0.926873391
Rd2.1_P1+2_WT_20210723,P2,Naïve_P2.1-2,Naïve_P2.1-2,,29.70881816,23.17230283,6.536515329,,,,0.173176286,,
Rd2.1_P1+2_WT_20210723,P3,Naïve_P2.1-2,Naïve_P2.1-2,,29.72554771,23.31888572,6.406661988,,,,0.043322944,,
Rd2.1_P1+2_WT_20210723,P4,Naïve_P2.1-2,Naïve_P2.1-2,,29.53778563,23.06772484,6.470060785,6.498620257,,,0.106721741,0.135281213,0.910492341
Rd2.1_P1+2_WT_20210723,P5,Naïve_P2.1-2,Naïve_P2.1-2,,29.58912076,23.09661249,6.492508271,,,,0.129169228,,
Rd2.1_P1+2_WT_20210723,P6,Naïve_P2.1-2,Naïve_P2.1-2,,29.57024715,23.03695544,6.533291715,,,,0.169952671,,
Rd2.1_P1+2_WT_20210723,M10,TY779PD_10_P2.1-2,TY779PD_10uM_P2.1-2,,31.63510901,24.29731218,7.337796838,,,,0.974457794,0.920591526,0.528292368
Rd2.1_P1+2_WT_20210723,M11,TY779PD_10_P2.1-2,TY779PD_10uM_P2.1-2,,31.61371079,24.35126358,7.262447213,,,,0.89910817,,
Rd2.1_P1+2_WT_20210723,M12,TY779PD_10_P2.1-2,TY779PD_10uM_P2.1-2,,31.66612547,24.41457781,7.251547659,,,,0.888208616,,
Rd2.1_P1+2_WT_20210723,M22,TY779PD_10_P2.1-2,TY779PD_10uM_P2.1-2,,32.32615696,24.50526715,7.820889813,,,,1.457550769,1.697305454,0.308361498
Rd2.1_P1+2_WT_20210723,M23,TY779PD_10_P2.1-2,TY779PD_10uM_P2.1-2,,32.74343676,24.54700301,8.196433743,,,,1.8330947,,
Rd2.1_P1+2_WT_20210723,M24,TY779PD_10_P2.1-2,TY779PD_10uM_P2.1-2,,32.76081311,24.59620317,8.164609936,,,,1.801270892,,
Rd2.1_P1+2_WT_20210723,O7,Ionis1375651_10_P2.1-2,Ionis1375651_10uM_P2.1-2,,31.91606544,23.5686503,8.34741514,,,,1.984076096,1.831571397,0.280958432
Rd2.1_P1+2_WT_20210723,O8,Ionis1375651_10_P2.1-2,Ionis1375651_10uM_P2.1-2,,31.82442051,23.67665364,8.147766863,,,,1.78442782,,
Rd2.1_P1+2_WT_20210723,O9,Ionis1375651_10_P2.1-2,Ionis1375651_10uM_P2.1-2,,31.77795815,23.68840883,8.089549319,,,,1.726210276,,
Rd2.1_P1+2_WT_20210723,P7,Ionis1375651_10_P2.1-2,Ionis1375651_10uM_P2.1-2,,33.86150121,25.22245573,8.639045487,,,,2.275706444,2.757766476,0.147852806
