Experiment Name,Position,SampleName,ASO Microsynth ID,Target SNP ID,CrossingPoint,CrossingPoint,dCt,dct Avg,Avg,SD,ddCt,Avg_ddCt,Exp
Rd2.1.2_P1+2_WT_20210727,O1,Naïve_P2.1-2,Naïve_P2.1-2,,31.60292529,24.15047179,7.4524535,7.40688048,7.427949385,0.117229887,0.024504114,-0.021068906,1.01471101
Rd2.1.2_P1+2_WT_20210727,O2,Naïve_P2.1-2,Naïve_P2.1-2,,31.64205717,24.22424479,7.417812374,,,,-0.010137011,,
Rd2.1.2_P1+2_WT_20210727,O3,Naïve_P2.1-2,Naïve_P2.1-2,,31.64404181,24.29366624,7.350375565,,,,-0.07757382,,
Rd2.1.2_P1+2_WT_20210727,O4,Naïve_P2.1-2,Naïve_P2.1-2,,35.14814618,25.82310566,9.325040527,9.162561386,,,1.897091142,1.734612001,0.300489815
Rd2.1.2_P1+2_WT_20210727,O5,Naïve_P2.1-2,Naïve_P2.1-2,,35.46023092,25.84127193,9.618958987,,,,2.191009601,,
Rd2.1.2_P1+2_WT_20210727,O6,Naïve_P2.1-2,Naïve_P2.1-2,,34.54613055,26.0024459,8.543684644,,,,1.115735259,,
Rd2.1.2_P1+2_WT_20210727,P1,Naïve_P2.1-2,Naïve_P2.1-2,,32.27144612,24.70871607,7.562730052,7.322682619,,,0.134780667,-0.105266766,1.075693276
Rd2.1.2_P1+2_WT_20210727,P2,Naïve_P2.1-2,Naïve_P2.1-2,,31.96266779,24.76014299,7.2025248,,,,-0.225424585,,
Rd2.1.2_P1+2_WT_20210727,P3,Naïve_P2.1-2,Naïve_P2.1-2,,31.97341387,24.77062087,7.202793006,,,,-0.225156379,,
Rd2.1.2_P1+2_WT_20210727,P4,Naïve_P2.1-2,Naïve_P2.1-2,,32.49349917,24.8281867,7.665312466,7.554285056,,,0.237363081,0.126335671,0.916155458
Rd2.1.2_P1+2_WT_20210727,P5,Naïve_P2.1-2,Naïve_P2.1-2,,32.26450868,24.87709912,7.387409557,,,,-0.040539828,,
Rd2.1.2_P1+2_WT_20210727,P6,Naïve_P2.1-2,Naïve_P2.1-2,,32.51031892,24.90018578,7.610133146,,,,0.182183761,,
Rd2.1.2_P1+2_WT_20210727,M10,TY779PD_10_P2.1-2,TY779PD_10uM_P2.1-2,,36.90934209,29.09260167,7.81674042,,,,0.388791035,0.536955616,0.68922378
Rd2.1.2_P1+2_WT_20210727,M11,TY779PD_10_P2.1-2,TY779PD_10uM_P2.1-2,,38.11473599,29.0272618,9.08747419,,,,1.659524805,,
Rd2.1.2_P1+2_WT_20210727,M12,TY779PD_10_P2.1-2,TY779PD_10uM_P2.1-2,,36.06368721,29.07318682,6.990500392,,,,-0.437448993,,
Rd2.1.2_P1+2_WT_20210727,M22,TY779PD_10_P2.1-2,TY779PD_10uM_P2.1-2,,37.08939284,28.36974274,8.719650096,,,,1.291700711,0.918602892,0.529021077
Rd2.1.2_P1+2_WT_20210727,M23,TY779PD_10_P2.1-2,TY779PD_10uM_P2.1-2,,36.780706,28.42449858,8.356207429,,,,0.928258044,,
Rd2.1.2_P1+2_WT_20210727,M24,TY779PD_10_P2.1-2,TY779PD_10uM_P2.1-2,,36.56664675,28.60284744,7.963799306,,,,0.535849921,,
Rd2.1.2_P1+2_WT_20210727,O7,Ionis1375651_10_P2.1-2,Ionis1375651_10uM_P2.1-2,,40,26.92985224,13.07014776,,,,5.642198375,3.091527287,0.117316083
Rd2.1.2_P1+2_WT_20210727,O8,Ionis1375651_10_P2.1-2,Ionis1375651_10uM_P2.1-2,,36.64569504,26.96701274,9.678682292,,,,2.250732906,,
Rd2.1.2_P1+2_WT_20210727,O9,Ionis1375651_10_P2.1-2,Ionis1375651_10uM_P2.1-2,,35.87474246,27.06514249,8.809599964,,,,1.381650579,,
Rd2.1.2_P1+2_WT_20210727,P7,Ionis1375651_10_P2.1-2,Ionis1375651_10uM_P2.1-2,,38,29.30348901,8.696510993,,,,1.268561608,1.447985656,0.366532833
Rd2.1.2_P1+2_WT_20210727,P8,Ionis1375651_10_P2.1-2,Ionis1375651_10uM_P2.1-2,,38.04569504,29.38278516,8.662909875,,,,1.234960489,,
Rd2.1.2_P1+2_WT_20210727,P9,Ionis1375651_10_P2.1-2,Ionis1375651_10uM_P2.1-2,,37.30474246,28.0363582,9.268384257,,,,1.840434872,,
Rd2.1.2_P1+2_WT_20210727,O10,Ionis1375651_3_P2.1-2,Ionis1375651_3uM_P2.1-2,,33.638225,24.71411432,8.92411068,,,,1.496161295,1.333918007,0.396689466
Rd2.1.2_P1+2_WT_20210727,O11,Ionis1375651_3_P2.1-2,Ionis1375651_3uM_P2.1-2,,33.14444762,24.83154507,8.312902552,,,,0.884953167,,
Rd2.1.2_P1+2_WT_20210727,O12,Ionis1375651_3_P2.1-2,Ionis1375651_3uM_P2.1-2,,33.81323734,24.7646484,9.048588944,,,,1.620639559,,
Rd2.1.2_P1+2_WT_20210727,P10,Ionis1375651_3_P2.1-2,Ionis1375651_3uM_P2.1-2,,35.05970774,25.91404079,9.145666952,,,,1.717717566,1.690868294,0.30974045
Rd2.1.2_P1+2_WT_20210727,P11,Ionis1375651_3_P2.1-2,Ionis1375651_3uM_P2.1-2,,35.25051253,25.97462023,9.275892304,,,,1.847942918,,
Rd2.1.2_P1+2_WT_20210727,P12,Ionis1375651_3_P2.1-2,Ionis1375651_3uM_P2.1-2,,34.98782544,26.05293166,8.934893782,,,,1.506944396,,
Rd2.1.2_P1+2_WT_20210727,O13,Ionis676630_10_P2.1-2,Ionis676630_10uM_P2.1-2,,35.82002953,27.65404112,8.165988405,,,,0.738039019,0.687579074,0.620894874
Rd2.1.2_P1+2_WT_20210727,O14,Ionis676630_10_P2.1-2,Ionis676630_10uM_P2.1-2,,36.02989055,27.71214782,8.317742732,,,,0.889793347,,
Rd2.1.2_P1+2_WT_20210727,O15,Ionis676630_10_P2.1-2,Ionis676630_10uM_P2.1-2,,35.58197987,27.71912563,7.862854242,,,,0.434904857,,
Rd2.1.2_P1+2_WT_20210727,P13,Ionis676630_10_P2.1-2,Ionis676630_10uM_P2.1-2,,38.42296153,30.74585705,7.677104485,,,,0.2491551,0.806984123,0.571575458
Rd2.1.2_P1+2_WT_20210727,P14,Ionis676630_10_P2.1-2,Ionis676630_10uM_P2.1-2,,39.52993169,30.80975648,8.720175212,,,,1.292225826,,
Rd2.1.2_P1+2_WT_20210727,P15,Ionis676630_10_P2.1-2,Ionis676630_10uM_P2.1-2,,39.31280429,31.00528346,8.307520827,,,,0.879571441,,
Rd2.1.2_P1+2_WT_20210727,O16,Ionis676630_3_P2.1-2,Ionis676630_3uM_P2.1-2,,32.09849724,24.33425024,7.764247004,,,,0.336297619,0.174852956,0.885857804
Rd2.1.2_P1+2_WT_20210727,O17,Ionis676630_3_P2.1-2,Ionis676630_3uM_P2.1-2,,31.90433336,24.36091616,7.543417202,,,,0.115467817,,
Rd2.1.2_P1+2_WT_20210727,O18,Ionis676630_3_P2.1-2,Ionis676630_3uM_P2.1-2,,31.92748816,24.42674534,7.500742816,,,,0.072793431,,
Rd2.1.2_P1+2_WT_20210727,P16,Ionis676630_3_P2.1-2,Ionis676630_3uM_P2.1-2,,33.06892161,24.85216451,8.216757102,,,,0.788807717,0.798334359,0.575012666
Rd2.1.2_P1+2_WT_20210727,P17,Ionis676630_3_P2.1-2,Ionis676630_3uM_P2.1-2,,33.06134404,24.90448153,8.156862504,,,,0.728913119,,
Rd2.1.2_P1+2_WT_20210727,P18,Ionis676630_3_P2.1-2,Ionis676630_3uM_P2.1-2,,33.27615412,24.97092249,8.305231625,,,,0.87728224,,
Rd2.1.2_P1+2_WT_20210727,N10,Ionis77_10_P2.1-2,Ionis77_10uM_P2.1-2,,36.00919915,27.89756722,8.111631928,,,,0.683682543,0.744603211,0.596831998
Rd2.1.2_P1+2_WT_20210727,N11,Ionis77_10_P2.1-2,Ionis77_10uM_P2.1-2,,35.73361371,27.95044172,7.783171986,,,,0.355222601,,
Rd2.1.2_P1+2_WT_20210727,N12,Ionis77_10_P2.1-2,Ionis77_10uM_P2.1-2,,36.59691219,27.97405831,8.622853874,,,,1.194904489,,
Rd2.1.2_P1+2_WT_20210727,N22,Ionis77_10_P2.1-2,Ionis77_10uM_P2.1-2,,37.25043166,27.16083837,10.08959329,,,,2.661643909,1.598075994,0.330317202
Rd2.1.2_P1+2_WT_20210727,N23,Ionis77_10_P2.1-2,Ionis77_10uM_P2.1-2,,35.31421662,27.16588206,8.148334555,,,,0.72038517,,
Rd2.1.2_P1+2_WT_20210727,N24,Ionis77_10_P2.1-2,Ionis77_10uM_P2.1-2,,36.05832164,27.21817336,8.840148287,,,,1.412198902,,
Rd2.1.2_P1+2_WT_20210727,L4,KQ106_10_P2.1-2,KQ106_L20_5-10-5_10uM_P2.1-2,H228R_cDNA,37.09282482,26.19822649,10.89459833,,,,3.466648941,2.711820024,0.152637354
Rd2.1.2_P1+2_WT_20210727,L5,KQ106_10_P2.1-2,KQ106_L20_5-10-5_10uM_P2.1-2,H228R_cDNA,35.94377831,26.19895327,9.744825034,,,,2.316875649,,
Rd2.1.2_P1+2_WT_20210727,L6,KQ106_10_P2.1-2,KQ106_L20_5-10-5_10uM_P2.1-2,H228R_cDNA,35.99667109,26.21678623,9.779884867,,,,2.351935482,,
Rd2.1.2_P1+2_WT_20210727,L16,KQ106_10_P2.1-2,KQ106_L20_5-10-5_10uM_P2.1-2,H228R_cDNA,35.00520889,26.01653737,8.988671529,,,,1.560722144,1.579930087,0.334498098
Rd2.1.2_P1+2_WT_20210727,L17,KQ106_10_P2.1-2,KQ106_L20_5-10-5_10uM_P2.1-2,H228R_cDNA,35.44186818,26.11079031,9.331077874,,,,1.903128489,,
Rd2.1.2_P1+2_WT_20210727,L18,KQ106_10_P2.1-2,KQ106_L20_5-10-5_10uM_P2.1-2,H228R_cDNA,34.83705328,26.13316427,8.703889012,,,,1.275939627,,
Rd2.1.2_P1+2_WT_20210727,L10,KQ500_10_P2.1-2,KQ500_L20_5-10-5_10uM_P2.1-2,rs13040636,37.81794844,28.99636282,8.821585618,,,,1.393636232,1.268040403,0.415223383
Rd2.1.2_P1+2_WT_20210727,L11,KQ500_10_P2.1-2,KQ500_L20_5-10-5_10uM_P2.1-2,rs13040636,37.9249704,29.0224057,8.902564697,,,,1.474615311,,
Rd2.1.2_P1+2_WT_20210727,L12,KQ500_10_P2.1-2,KQ500_L20_5-10-5_10uM_P2.1-2,rs13040636,37.47738318,29.11356413,8.363819051,,,,0.935869666,,
