Experiment Name,Position,SampleName,ASO Microsynth ID,Target SNP ID,CrossingPoint,CrossingPoint,dCt,dct Avg,Avg,SD,ddCt,Avg_ddCt,Exp
Rd2.1.2_P1+2_MT_20210727,G1,Naïve_P2.1-1,Naïve_P2.1-1,,29.76006632,23.69241047,6.067655845,6.109022019,6.372090444,0.180272315,-0.304434599,-0.263068425,1.200028297
Rd2.1.2_P1+2_MT_20210727,G2,Naïve_P2.1-1,Naïve_P2.1-1,,29.91176625,23.73670247,6.175063778,,,,-0.197026666,,
Rd2.1.2_P1+2_MT_20210727,G3,Naïve_P2.1-1,Naïve_P2.1-1,,29.83499351,23.75064708,6.084346432,,,,-0.287744012,,
Rd2.1.2_P1+2_MT_20210727,G4,Naïve_P2.1-1,Naïve_P2.1-1,,29.97266066,23.59210846,6.380552197,6.455265983,,,0.008461753,0.083175538,0.943977555
Rd2.1.2_P1+2_MT_20210727,G5,Naïve_P2.1-1,Naïve_P2.1-1,,30.10677424,23.61659232,6.490181923,,,,0.118091479,,
Rd2.1.2_P1+2_MT_20210727,G6,Naïve_P2.1-1,Naïve_P2.1-1,,30.12062916,23.62556534,6.495063828,,,,0.122973384,,
Rd2.1.2_P1+2_MT_20210727,H1,Naïve_P2.1-1,Naïve_P2.1-1,,31.13709167,24.77795453,6.35913714,6.411093634,,,-0.012953305,0.03900319,0.973327222
Rd2.1.2_P1+2_MT_20210727,H2,Naïve_P2.1-1,Naïve_P2.1-1,,31.24995056,24.85247993,6.39747063,,,,0.025380186,,
Rd2.1.2_P1+2_MT_20210727,H3,Naïve_P2.1-1,Naïve_P2.1-1,,31.31685252,24.84017939,6.476673131,,,,0.104582687,,
Rd2.1.2_P1+2_MT_20210727,H4,Naïve_P2.1-1,Naïve_P2.1-1,,30.09945942,23.58227806,6.517181363,6.512980142,,,0.145090919,0.140889698,0.906959669
Rd2.1.2_P1+2_MT_20210727,H5,Naïve_P2.1-1,Naïve_P2.1-1,,30.2089374,23.62696759,6.581969808,,,,0.209879364,,
Rd2.1.2_P1+2_MT_20210727,H6,Naïve_P2.1-1,Naïve_P2.1-1,,30.07457576,23.63478651,6.439789254,,,,0.06769881,,
Rd2.1.2_P1+2_MT_20210727,E10,TY779PD_10_P2.1-1,TY779PD_10uM_P2.1-1,,31.31290202,24.22305692,7.0898451,,,,0.717754656,0.645047116,0.639471906
Rd2.1.2_P1+2_MT_20210727,E11,TY779PD_10_P2.1-1,TY779PD_10uM_P2.1-1,,31.47619602,24.29461948,7.18157654,,,,0.809486096,,
Rd2.1.2_P1+2_MT_20210727,E12,TY779PD_10_P2.1-1,TY779PD_10uM_P2.1-1,,31.10386466,24.32387362,6.779991041,,,,0.407900597,,
Rd2.1.2_P1+2_MT_20210727,E22,TY779PD_10_P2.1-1,TY779PD_10uM_P2.1-1,,31.60971456,24.1680912,7.441623369,,,,1.069532925,1.013769605,0.49525052
Rd2.1.2_P1+2_MT_20210727,E23,TY779PD_10_P2.1-1,TY779PD_10uM_P2.1-1,,31.6231836,24.18793043,7.435253164,,,,1.06316272,,
Rd2.1.2_P1+2_MT_20210727,E24,TY779PD_10_P2.1-1,TY779PD_10uM_P2.1-1,,31.5502011,24.26949748,7.280703614,,,,0.90861317,,
Rd2.1.2_P1+2_MT_20210727,G7,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,,35.48396403,25.77327194,9.710692083,,,,3.338601639,3.256977408,0.104604918
Rd2.1.2_P1+2_MT_20210727,G8,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,,35.33838612,25.8294662,9.508919922,,,,3.136829478,,
Rd2.1.2_P1+2_MT_20210727,G9,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,,35.54319669,25.87560514,9.667591551,,,,3.295501107,,
Rd2.1.2_P1+2_MT_20210727,H7,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,,37.89179047,28.43198924,9.459801223,,,,3.087710779,3.443200671,0.091937633
Rd2.1.2_P1+2_MT_20210727,H8,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,,39.34829124,28.48942275,10.85886849,,,,4.486778046,,
Rd2.1.2_P1+2_MT_20210727,H9,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,,37.51520914,28.38800551,9.127203631,,,,2.755113187,,
Rd2.1.2_P1+2_MT_20210727,G10,Ionis1375651_3_P2.1-1,Ionis1375651_3uM_P2.1-1,,32.11839047,23.7059975,8.412392971,,,,2.040302527,1.880535419,0.271582906
Rd2.1.2_P1+2_MT_20210727,G11,Ionis1375651_3_P2.1-1,Ionis1375651_3uM_P2.1-1,,31.9385385,23.80239778,8.136140718,,,,1.764050274,,
Rd2.1.2_P1+2_MT_20210727,G12,Ionis1375651_3_P2.1-1,Ionis1375651_3uM_P2.1-1,,32.02838174,23.81903784,8.2093439,,,,1.837253456,,
Rd2.1.2_P1+2_MT_20210727,H10,Ionis1375651_3_P2.1-1,Ionis1375651_3uM_P2.1-1,,35.06570549,25.73098375,9.334721741,,,,2.962631297,2.729677495,0.150759676
Rd2.1.2_P1+2_MT_20210727,H11,Ionis1375651_3_P2.1-1,Ionis1375651_3uM_P2.1-1,,34.83313255,25.82969063,9.003441915,,,,2.63135147,,
Rd2.1.2_P1+2_MT_20210727,H12,Ionis1375651_3_P2.1-1,Ionis1375651_3uM_P2.1-1,,34.76602368,25.79888352,8.967140161,,,,2.595049717,,
Rd2.1.2_P1+2_MT_20210727,G13,Ionis676630_10_P2.1-1,Ionis676630_10uM_P2.1-1,,32.35705442,25.16213812,7.194916295,,,,0.822825851,0.98776628,0.504257912
Rd2.1.2_P1+2_MT_20210727,G14,Ionis676630_10_P2.1-1,Ionis676630_10uM_P2.1-1,,32.68636009,25.20041159,7.485948502,,,,1.113858058,,
Rd2.1.2_P1+2_MT_20210727,G15,Ionis676630_10_P2.1-1,Ionis676630_10uM_P2.1-1,,32.58745054,25.18874517,7.398705374,,,,1.02661493,,
Rd2.1.2_P1+2_MT_20210727,H13,Ionis676630_10_P2.1-1,Ionis676630_10uM_P2.1-1,,38.04425227,30.55423202,7.490020246,,,,1.117929802,0.932503631,0.5239483
Rd2.1.2_P1+2_MT_20210727,H14,Ionis676630_10_P2.1-1,Ionis676630_10uM_P2.1-1,,37.69639568,30.70752682,6.988868865,,,,0.616778421,,
Rd2.1.2_P1+2_MT_20210727,H15,Ionis676630_10_P2.1-1,Ionis676630_10uM_P2.1-1,,38.14620752,30.7113144,7.434893115,,,,1.06280267,,
Rd2.1.2_P1+2_MT_20210727,G16,Ionis676630_3_P2.1-1,Ionis676630_3uM_P2.1-1,,30.16056048,23.24148306,6.919077413,,,,0.546986969,0.498761882,0.707713879
Rd2.1.2_P1+2_MT_20210727,G17,Ionis676630_3_P2.1-1,Ionis676630_3uM_P2.1-1,,30.04325805,23.28092345,6.762334601,,,,0.390244157,,
Rd2.1.2_P1+2_MT_20210727,G18,Ionis676630_3_P2.1-1,Ionis676630_3uM_P2.1-1,,30.2597761,23.32863113,6.931144965,,,,0.559054521,,
Rd2.1.2_P1+2_MT_20210727,H16,Ionis676630_3_P2.1-1,Ionis676630_3uM_P2.1-1,,33.68746498,26.43302443,7.254440555,,,,0.882350111,0.972009146,0.50979561
Rd2.1.2_P1+2_MT_20210727,H17,Ionis676630_3_P2.1-1,Ionis676630_3uM_P2.1-1,,33.81412519,26.39629241,7.417832782,,,,1.045742338,,
Rd2.1.2_P1+2_MT_20210727,H18,Ionis676630_3_P2.1-1,Ionis676630_3uM_P2.1-1,,33.90422922,26.54420378,7.360025433,,,,0.987934989,,
Rd2.1.2_P1+2_MT_20210727,F10,Ionis77_10_P2.1-1,Ionis77_10uM_P2.1-1,,32.53575687,25.05488053,7.480876343,,,,1.108785899,0.715826651,0.608856163
Rd2.1.2_P1+2_MT_20210727,F11,Ionis77_10_P2.1-1,Ionis77_10uM_P2.1-1,,32.02895331,25.13866621,6.890287099,,,,0.518196655,,
Rd2.1.2_P1+2_MT_20210727,F12,Ionis77_10_P2.1-1,Ionis77_10uM_P2.1-1,,32.06286197,25.17027413,6.892587844,,,,0.5204974,,
Rd2.1.2_P1+2_MT_20210727,F22,Ionis77_10_P2.1-1,Ionis77_10uM_P2.1-1,,32.84325748,25.32361049,7.51964699,,,,1.147556546,1.292984729,0.408105843
Rd2.1.2_P1+2_MT_20210727,F23,Ionis77_10_P2.1-1,Ionis77_10uM_P2.1-1,,32.96869762,25.36510768,7.603589942,,,,1.231499498,,
Rd2.1.2_P1+2_MT_20210727,F24,Ionis77_10_P2.1-1,Ionis77_10uM_P2.1-1,,33.27745019,25.4054616,7.871988587,,,,1.499898143,,
Rd2.1.2_P1+2_MT_20210727,D4,KQ106_10_P2.1-1,KQ106_L20_5-10-5_10uM_P2.1-1,H228R_cDNA,31.10569431,23.59074037,7.514953943,,,,1.142863499,0.974131213,0.5090463
Rd2.1.2_P1+2_MT_20210727,D5,KQ106_10_P2.1-1,KQ106_L20_5-10-5_10uM_P2.1-1,H228R_cDNA,30.90338408,23.67964127,7.223742808,,,,0.851652364,,
Rd2.1.2_P1+2_MT_20210727,D6,KQ106_10_P2.1-1,KQ106_L20_5-10-5_10uM_P2.1-1,H228R_cDNA,31.08882883,23.78886061,7.299968219,,,,0.927877775,,
