Experiment Name,Position,SampleName,ASO Microsynth ID,Target SNP ID,CrossingPoint,CrossingPoint,dCt,dct Avg,Avg,SD,ddCt,Avg_ddCt,Exp
Rd2.1.2_P1+2_WT_20210727,G1,Naïve_P2.1-1,Naïve_P2.1-1,,29.89474333,23.69879424,6.195949089,6.112591732,6.336090317,0.155023318,-0.140141228,-0.223498585,1.167561533
Rd2.1.2_P1+2_WT_20210727,G2,Naïve_P2.1-1,Naïve_P2.1-1,,29.8759518,23.76699878,6.108953026,,,,-0.227137291,,
Rd2.1.2_P1+2_WT_20210727,G3,Naïve_P2.1-1,Naïve_P2.1-1,,29.810408,23.77753492,6.032873081,,,,-0.303217236,,
Rd2.1.2_P1+2_WT_20210727,G4,Naïve_P2.1-1,Naïve_P2.1-1,,29.90821632,23.54970707,6.358509246,6.381309595,,,0.022418929,0.045219278,0.969142504
Rd2.1.2_P1+2_WT_20210727,G5,Naïve_P2.1-1,Naïve_P2.1-1,,29.94640621,23.57701617,6.369390035,,,,0.033299718,,
Rd2.1.2_P1+2_WT_20210727,G6,Naïve_P2.1-1,Naïve_P2.1-1,,30.04550866,23.62947916,6.416029504,,,,0.079939187,,
Rd2.1.2_P1+2_WT_20210727,H1,Naïve_P2.1-1,Naïve_P2.1-1,,31.16962042,24.87025167,6.299368749,6.471102245,,,-0.036721568,0.135011929,0.910662304
Rd2.1.2_P1+2_WT_20210727,H2,Naïve_P2.1-1,Naïve_P2.1-1,,31.47922465,24.90236,6.576864658,,,,0.240774341,,
Rd2.1.2_P1+2_WT_20210727,H3,Naïve_P2.1-1,Naïve_P2.1-1,,31.44393033,24.906857,6.53707333,,,,0.200983013,,
Rd2.1.2_P1+2_WT_20210727,H4,Naïve_P2.1-1,Naïve_P2.1-1,,30.11464939,23.62024559,6.494403793,6.379357695,,,0.158313477,0.043267378,0.970454596
Rd2.1.2_P1+2_WT_20210727,H5,Naïve_P2.1-1,Naïve_P2.1-1,,29.98766222,23.83543389,6.152228324,,,,-0.183861993,,
Rd2.1.2_P1+2_WT_20210727,H6,Naïve_P2.1-1,Naïve_P2.1-1,,30.1822196,23.69077864,6.491440967,,,,0.15535065,,
Rd2.1.2_P1+2_WT_20210727,E10,TY779PD_10_P2.1-1,TY779PD_10uM_P2.1-1,,31.378901,24.23617516,7.142725841,,,,0.806635525,0.65663068,0.63435807
Rd2.1.2_P1+2_WT_20210727,E11,TY779PD_10_P2.1-1,TY779PD_10uM_P2.1-1,,31.13677705,24.3046366,6.832140448,,,,0.496050131,,
Rd2.1.2_P1+2_WT_20210727,E12,TY779PD_10_P2.1-1,TY779PD_10uM_P2.1-1,,31.30449152,24.30119482,7.003296701,,,,0.667206385,,
Rd2.1.2_P1+2_WT_20210727,E22,TY779PD_10_P2.1-1,TY779PD_10uM_P2.1-1,,31.68853443,24.12994309,7.558591345,,,,1.222501028,1.122753477,0.459216544
Rd2.1.2_P1+2_WT_20210727,E23,TY779PD_10_P2.1-1,TY779PD_10uM_P2.1-1,,31.5610053,24.19560849,7.365396808,,,,1.029306491,,
Rd2.1.2_P1+2_WT_20210727,E24,TY779PD_10_P2.1-1,TY779PD_10uM_P2.1-1,,31.69083223,24.23828901,7.452543229,,,,1.116452912,,
Rd2.1.2_P1+2_WT_20210727,G7,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,,34.80036698,25.77190733,9.028459646,,,,2.692369329,2.903110596,0.133683138
Rd2.1.2_P1+2_WT_20210727,G8,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,,35.11251617,25.81596899,9.296547177,,,,2.96045686,,
Rd2.1.2_P1+2_WT_20210727,G9,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,,35.25524979,25.86265387,9.392595914,,,,3.056505598,,
Rd2.1.2_P1+2_WT_20210727,H7,Ionis1375651_10_P2.1-1,Ionis1375651_10uM_P2.1-1,,39.40476732,28.35039443,11.05437289,,,,4.718282576,3.264613885,0.104052686
