Experiment Name,Position,SampleName,ASO Short Description ,Target SNP ID,CrossingPoint,CrossingPoint.1,dCt,Unnamed: 8,Avg,SD,ddCt,Avg_ddCt,Exp
Rd2.3_P3+4_MT_20210726,O1,Naïve_P2.3-4,Naïve_P2.3-4,,35.0688106715002,29.1593448448034,5.9094658266968025,6.333489710949768,6.366850546824583,0.240549984944929,-0.45738472012778075,-0.033360835874815344,1.0233934010755423
Rd2.3_P3+4_MT_20210726,O2,Naïve_P2.3-4,Naïve_P2.3-4,,35.2579106715002,29.3157313521453,5.942179319354899,,,,-0.424671227469684,,
Rd2.3_P3+4_MT_20210726,O3,Naïve_P2.3-4,Naïve_P2.3-4,,36.5669106715002,29.4180866847026,7.148823986797602,,,,0.7819734399730187,,
Rd2.3_P3+4_MT_20210726,O4,Naïve_P2.3-4,Naïve_P2.3-4,,30.6923999459742,24.0038511255843,6.688548820389897,6.625059474575665,,,0.321698273565314,0.25820892775108223,0.8361253054177018
Rd2.3_P3+4_MT_20210726,O5,Naïve_P2.3-4,Naïve_P2.3-4,,30.7036670262086,24.0412619471748,6.6624050790338,,,,0.29555453220921635,,
Rd2.3_P3+4_MT_20210726,O6,Naïve_P2.3-4,Naïve_P2.3-4,,30.6081585579911,24.0839340336878,6.5242245243033,,,,0.1573739774787164,,
Rd2.3_P3+4_MT_20210726,P1,Naïve_P2.3-4,Naïve_P2.3-4,,30.0245447241081,24.027021380346,5.997523343762101,6.053765396259535,,,-0.36932720306248257,-0.31308515056504876,1.2423616061308351
Rd2.3_P3+4_MT_20210726,P2,Naïve_P2.3-4,Naïve_P2.3-4,,30.2364894487065,24.0441383925901,6.192351056116401,,,,-0.1744994907081825,,
Rd2.3_P3+4_MT_20210726,P3,Naïve_P2.3-4,Naïve_P2.3-4,,30.0350892176689,24.0636674287688,5.971421788900102,,,,-0.3954287579244813,,
Rd2.3_P3+4_MT_20210726,P4,Naïve_P2.3-4,Naïve_P2.3-4,,30.6856667111574,24.0329528734372,6.652713837720199,6.455087605513366,,,0.285863290895616,0.08823705868878307,0.9406715269030146
Rd2.3_P3+4_MT_20210726,P5,Naïve_P2.3-4,Naïve_P2.3-4,,30.0424300503391,24.0538804198461,5.988549630493001,,,,-0.37830091633158247,,
Rd2.3_P3+4_MT_20210726,P6,Naïve_P2.3-4,Naïve_P2.3-4,,30.7324491472118,24.0084497988849,6.723999348326899,,,,0.35714880150231565,,
Rd2.3_P3+4_MT_20210726,O7,Ionis1375651_10_P2.3-4,Ionis1375651_10uM_P2.3-4,,34.2242242617791,24.723167059069,9.5010572027101,,,,3.1342066558855173,3.0633381558807167,0.11963088848919666
Rd2.3_P3+4_MT_20210726,O8,Ionis1375651_10_P2.3-4,Ionis1375651_10uM_P2.3-4,,34.0792588437933,24.7240879069583,9.355170936834998,,,,2.988320390010415,,
Rd2.3_P3+4_MT_20210726,O9,Ionis1375651_10_P2.3-4,Ionis1375651_10uM_P2.3-4,,34.2127524600125,24.7784144914417,9.434337968570802,,,,3.0674874217462182,,
Rd2.3_P3+4_MT_20210726,P7,Ionis1375651_10_P2.3-4,Ionis1375651_10uM_P2.3-4,,35.1514769831106,25.6389063927534,9.512570590357196,,,,3.145720043532613,3.6104193279015164,0.08187578659758943
Rd2.3_P3+4_MT_20210726,P8,Ionis1375651_10_P2.3-4,Ionis1375651_10uM_P2.3-4,,35.7155356198818,25.6652893352145,10.050246284667299,,,,3.683395737842716,,
Rd2.3_P3+4_MT_20210726,P9,Ionis1375651_10_P2.3-4,Ionis1375651_10uM_P2.3-4,,36.0048162063724,25.6358234572186,10.368992749153804,,,,4.002142202329221,,
Rd2.3_P3+4_MT_20210726,O10,Ionis1375651_3_P2.3-4,Ionis1375651_3uM_P2.3-4,,31.2236617886235,23.2486909649493,7.974970823674198,,,,1.6081202768496148,1.8320340243421167,0.280868351715195
Rd2.3_P3+4_MT_20210726,O11,Ionis1375651_3_P2.3-4,Ionis1375651_3uM_P2.3-4,,31.5115024820644,23.2966998489393,8.2148026331251,,,,1.8479520863005163,,
Rd2.3_P3+4_MT_20210726,O12,Ionis1375651_3_P2.3-4,Ionis1375651_3uM_P2.3-4,,31.7397832414468,23.332902984746,8.406880256700802,,,,2.040029709876219,,
Rd2.3_P3+4_MT_20210726,P10,Ionis1375651_3_P2.3-4,Ionis1375651_3uM_P2.3-4,,33.4705965650006,24.7189153726206,8.751681192379998,,,,2.3848306455554145,2.502691303703616,0.17644723114835095
Rd2.3_P3+4_MT_20210726,P11,Ionis1375651_3_P2.3-4,Ionis1375651_3uM_P2.3-4,,33.882917924,24.8288419329026,9.054075991097399,,,,2.6872254442728156,,
Rd2.3_P3+4_MT_20210726,P12,Ionis1375651_3_P2.3-4,Ionis1375651_3uM_P2.3-4,,33.6691787935784,24.8663104254712,8.802868368107202,,,,2.4360178212826185,,
