Experiment Name,Position,SampleName,ASO Short Description ,CrossingPoint,CrossingPoint,dCt,,Avg,SD,ddCt,Avg_ddCt,Exp
ASO204-238_WT_1.2-9_20210701,G1,Na夫e_P1.2-7,Na夫e_P1.2-7,29.86267712,23.05966183,6.80,,,,-0.94,-0.85,1.81
ASO204-238_WT_1.2-9_20210701,G2,Na夫e_P1.2-7,Na夫e_P1.2-7,30.04027016,23.099812,6.94,,,,-0.80,,
ASO204-238_WT_1.2-9_20210701,G3,Na夫e_P1.2-7,Na夫e_P1.2-7,30.0162488,23.0988981,6.92,,,,-0.82,,
ASO204-238_WT_1.2-9_20210701,G4,Na夫e_P1.2-7,Na夫e_P1.2-7,29.74912326,22.7754463,6.97,,,,-0.77,-0.78,1.72
ASO204-238_WT_1.2-9_20210701,G5,Na夫e_P1.2-7,Na夫e_P1.2-7,29.63684718,22.77540981,6.86,,,,-0.88,,
ASO204-238_WT_1.2-9_20210701,G6,Na夫e_P1.2-7,Na夫e_P1.2-7,29.85176842,22.81941835,7.03,,,,-0.71,,
ASO204-238_WT_1.2-9_20210701,G7,Na夫e_P1.2-7,Na夫e_P1.2-7,29.95059291,23.01311268,6.94,,,,-0.80,-0.78,1.72
ASO204-238_WT_1.2-9_20210701,G8,Na夫e_P1.2-7,Na夫e_P1.2-7,29.89830003,23.00126896,6.90,,,,-0.84,,
ASO204-238_WT_1.2-9_20210701,G9,Na夫e_P1.2-7,Na夫e_P1.2-7,30.06084956,23.02685469,7.03,,,,-0.71,,
ASO204-238_WT_1.2-9_20210701,H1,Na夫e_P1.2-7,Na夫e_P1.2-7,30.06959391,23.11152084,6.96,,,,-0.78,-0.83,1.78
ASO204-238_WT_1.2-9_20210701,H2,Na夫e_P1.2-7,Na夫e_P1.2-7,29.9521075,23.13189075,6.82,,,,-0.92,,
ASO204-238_WT_1.2-9_20210701,H3,Na夫e_P1.2-7,Na夫e_P1.2-7,30.13201461,23.17981498,6.95,,,,-0.79,,
ASO204-238_WT_1.2-9_20210701,H4,Na夫e_P1.2-7,Na夫e_P1.2-7,30.38063969,23.08236256,7.30,,,,-0.44,-0.54,1.46
ASO204-238_WT_1.2-9_20210701,H5,Na夫e_P1.2-7,Na夫e_P1.2-7,30.22867832,23.08051246,7.15,,,,-0.59,,
ASO204-238_WT_1.2-9_20210701,H6,Na夫e_P1.2-7,Na夫e_P1.2-7,30.29337935,23.15231452,7.14,,,,-0.60,,
ASO204-238_WT_1.2-9_20210701,H7,Na夫e_P1.2-7,Na夫e_P1.2-7,30.15992313,23.03978171,7.12,,,,-0.62,-0.52,1.43
ASO204-238_WT_1.2-9_20210701,H8,Na夫e_P1.2-7,Na夫e_P1.2-7,30.22701617,23.01197803,7.22,,,,-0.53,,
ASO204-238_WT_1.2-9_20210701,H9,Na夫e_P1.2-7,Na夫e_P1.2-7,30.37616991,23.04347694,7.33,,,,-0.41,,
ASO204-238_WT_1.2-9_20210701,G10,Ionis1375651_10_P1.2-7,Ionis1375651_10uM_P1.2-7,34.60867958,25.79239279,8.82,,,,1.08,1.27,0.42
ASO204-238_WT_1.2-9_20210701,G11,Ionis1375651_10_P1.2-7,Ionis1375651_10uM_P1.2-7,34.78812326,25.86178258,8.93,,,,1.19,,
ASO204-238_WT_1.2-9_20210701,G12,Ionis1375651_10_P1.2-7,Ionis1375651_10uM_P1.2-7,35.21668728,25.93390726,9.28,,,,1.54,,
ASO204-238_WT_1.2-9_20210701,H10,Ionis1375651_10_P1.2-7,Ionis1375651_10uM_P1.2-7,34.61014439,24.86584273,9.74,,,,2.00,1.83,0.28
ASO204-238_WT_1.2-9_20210701,H11,Ionis1375651_10_P1.2-7,Ionis1375651_10uM_P1.2-7,34.58034871,24.86959826,9.71,,,,1.97,,
