Experiment Name,Position,SampleName,ASO Short Description ,CrossingPoint,CrossingPoint.1,dCt,Avg,SD,ddCt,Avg_ddCt,Exp
ASO505-528_total_20210623,O1,Naïve_P44,Naïve_P44,28.3474783562323,21.5466952658251,6.800783090407201,6.867369616213049,0.09178130553738227,-0.06658652580584778,-0.08432279051064799,1.0601899651779798
ASO505-528_total_20210623,O2,Naïve_P44,Naïve_P44,28.3016924922656,21.5820754008308,6.719617091434802,,,-0.1477525247782463,,
ASO505-528_total_20210623,O3,Naïve_P44,Naïve_P44,28.3671942662562,21.538453970991,6.828740295265199,,,-0.03862932094784988,,
ASO505-528_total_20210623,O4,Naïve_P44,Naïve_P44,28.1409862300814,21.2815555629555,6.859430667125899,,,-0.007938949087149538,-0.02739066000401576,1.01916713430567
ASO505-528_total_20210623,O5,Naïve_P44,Naïve_P44,28.3065046104085,21.3783343265793,6.9281702838292,,,0.060800667616151216,,
ASO505-528_total_20210623,O6,Naïve_P44,Naïve_P44,28.2407228574927,21.5083869398207,6.732335917672,,,-0.13503369854104896,,
ASO505-528_total_20210623,O7,Naïve_P44,Naïve_P44,28.4055194144171,21.3961305428987,7.0093888715184,,,0.14201925530535142,0.15968850250721722,0.8952183398850173
ASO505-528_total_20210623,O8,Naïve_P44,Naïve_P44,28.4782385601835,21.4206255564938,7.057613003689699,,,0.19024338747665048,,
ASO505-528_total_20210623,O9,Naïve_P44,Naïve_P44,28.527916586914,21.5137441059613,7.014172480952698,,,0.14680286473964976,,
ASO505-528_total_20210623,P1,Naïve_P44,Naïve_P44,28.7650396800927,21.9157893923995,6.849250287693199,,,-0.018119328519849986,-0.057411592750615505,1.0405971006556807
ASO505-528_total_20210623,P2,Naïve_P44,Naïve_P44,28.7226812158942,21.9254400216066,6.797241194287601,,,-0.07012842192544788,,
ASO505-528_total_20210623,P3,Naïve_P44,Naïve_P44,28.7161770947622,21.9327945063557,6.7833825884065,,,-0.08398702780654865,,
ASO505-528_total_20210623,P4,Naïve_P44,Naïve_P44,28.635024273267,21.7608015780424,6.874222695224599,,,0.0068530790115506335,-0.013661819341349357,1.0095146305745157
ASO505-528_total_20210623,P5,Naïve_P44,Naïve_P44,28.5859737291822,21.735255188098,6.850718541084198,,,-0.016651075128850223,,
ASO505-528_total_20210623,P6,Naïve_P44,Naïve_P44,28.6397605346136,21.8035783803073,6.8361821543063,,,-0.03118746190674848,,
ASO505-528_total_20210623,P7,Naïve_P44,Naïve_P44,28.7557588407679,21.8617436541157,6.894015186652201,,,0.026645570439152166,0.023098360099418496,0.9841169245976705
ASO505-528_total_20210623,P8,Naïve_P44,Naïve_P44,28.7446941261593,21.8687376914549,6.875956434704399,,,0.008586818491350456,,
ASO505-528_total_20210623,P9,Naïve_P44,Naïve_P44,28.816939158191,21.9155068506102,6.9014323075808015,,,0.03406269136775286,,
ASO505-528_total_20210623,O10,Ionis1375651_10_P44,Ionis1375651_10uM_P44,35.9818088486565,25.3377872533942,10.644021595262299,,,3.77665197904925,4.16920386913005,0.05558333198751658
ASO505-528_total_20210623,O11,Ionis1375651_10_P44,Ionis1375651_10uM_P44,36.604534877819,25.42555642807,11.178978449749,,,4.311608833535951,,
ASO505-528_total_20210623,O12,Ionis1375651_10_P44,Ionis1375651_10uM_P44,36.7706938767166,25.4839734656986,11.286720411017999,,,4.41935079480495,,
ASO505-528_total_20210623,P10,Ionis1375651_10_P44,Ionis1375651_10uM_P44,35.4888006912464,26.7367005362508,8.752100154995595,,,1.8847305387825468,1.9803545058115173,0.2534275888766242
ASO505-528_total_20210623,P11,Ionis1375651_10_P44,Ionis1375651_10uM_P44,35.609686584868,26.7835097751713,8.826176809696701,,,1.9588071934836524,,
ASO505-528_total_20210623,P12,Ionis1375651_10_P44,Ionis1375651_10uM_P44,35.8014756330176,26.8365802316362,8.964895401381401,,,2.0975257851683526,,
ASO505-528_total_20210623,O13,Ionis1375651_3_P44,Ionis1375651_3uM_P44,33.1954071385191,25.6460272212947,7.549379917224403,,,0.6820103010113545,0.8569112431637856,0.5521333906391107
ASO505-528_total_20210623,O14,Ionis1375651_3_P44,Ionis1375651_3uM_P44,33.5926349638861,25.7397286443267,7.852906319559398,,,0.9855367033463498,,
ASO505-528_total_20210623,O15,Ionis1375651_3_P44,Ionis1375651_3uM_P44,33.5015241857446,25.7309678443979,7.770556341346701,,,0.9031867251336525,,
ASO505-528_total_20210623,P13,Ionis1375651_3_P44,Ionis1375651_3uM_P44,35.2471546030932,25.399584700501,9.847569902592202,,,2.9802002863791532,2.9824482910854204,0.12653002791875628
ASO505-528_total_20210623,P14,Ionis1375651_3_P44,Ionis1375651_3uM_P44,35.6510763675411,25.4770666338989,10.174009733642201,,,3.3066401174291524,,
ASO505-528_total_20210623,P15,Ionis1375651_3_P44,Ionis1375651_3uM_P44,35.1166393257101,25.5887652400491,9.527874085661004,,,2.6605044694479556,,
ASO505-528_total_20210623,O16,Ionis676630_10_P44,Ionis676630_10uM_P44,33.6056604974544,25.0013266827747,8.604333814679702,,,1.7369641984666533,1.6385091729822527,0.32118820682379445
ASO505-528_total_20210623,O17,Ionis676630_10_P44,Ionis676630_10uM_P44,33.3533552598329,25.0384455508861,8.314909708946804,,,1.447540092733755,,
ASO505-528_total_20210623,O18,Ionis676630_10_P44,Ionis676630_10uM_P44,33.697202723702,25.0988098797426,8.598392843959399,,,1.7310232277463502,,
ASO505-528_total_20210623,P16,Ionis676630_10_P44,Ionis676630_10uM_P44,33.6318405232845,26.4842795174481,7.147561005836401,,,0.28019138962335255,0.5511339201240512,0.6824835035451619
ASO505-528_total_20210623,P17,Ionis676630_10_P44,Ionis676630_10uM_P44,33.9843556403016,26.551336461893,7.4330191784086,,,0.5656495621955511,,
ASO505-528_total_20210623,P18,Ionis676630_10_P44,Ionis676630_10uM_P44,34.2216747048453,26.546744280079,7.674930424766298,,,0.8075608085532497,,
ASO505-528_total_20210623,I1,ASO517_10,KQ2097_L19_6-08-5_10uM_P44,32.2045776568934,24.4786568609149,7.7259207959784995,,,0.8585511797654508,0.8645513148024495,0.5492171895609631
ASO505-528_total_20210623,I2,ASO517_10,KQ2097_L19_6-08-5_10uM_P44,32.3530601829632,24.5770246536793,7.776035529283899,,,0.9086659130708501,,
ASO505-528_total_20210623,I3,ASO517_10,KQ2097_L19_6-08-5_10uM_P44,32.2828714128776,24.5890649450935,7.693806467784096,,,0.8264368515710476,,
ASO505-528_total_20210623,I4,ASO517_10,KQ2097_L19_6-08-5_10uM_P44,32.3843170674819,24.604082384604,7.780234682877904,,,0.912865066664855,1.041395397458387,0.48585731749068756
ASO505-528_total_20210623,I5,ASO517_10,KQ2097_L19_6-08-5_10uM_P44,32.7391710587745,24.6445932261375,8.094577832637004,,,1.2272082164239553,,
ASO505-528_total_20210623,I6,ASO517_10,KQ2097_L19_6-08-5_10uM_P44,32.5266753741033,24.6751928486039,7.851482525499399,,,0.9841129092863508,,
ASO505-528_total_20210623,I7,ASO517_3,KQ2097_L19_6-08-5_3uM_P44,30.4061958276154,22.7409391143614,7.665256713253999,,,0.7978870970409506,0.6938175035482512,0.6182158279008781
ASO505-528_total_20210623,I8,ASO517_3,KQ2097_L19_6-08-5_3uM_P44,30.2692306771436,22.7482082045913,7.5210224725523,,,0.6536528563392512,,
ASO505-528_total_20210623,I9,ASO517_3,KQ2097_L19_6-08-5_3uM_P44,30.310060274497,22.8127781010194,7.4972821734776005,,,0.6299125572645519,,
ASO505-528_total_20210623,I10,ASO517_3,KQ2097_L19_6-08-5_3uM_P44,29.1692044759746,21.8018444794626,7.3673599965120005,,,0.4999903802989518,0.5701259141402186,0.6735579997248161
ASO505-528_total_20210623,I11,ASO517_3,KQ2097_L19_6-08-5_3uM_P44,29.3103159860683,21.8180264999273,7.492289486141001,,,0.6249198699279521,,
ASO505-528_total_20210623,I12,ASO517_3,KQ2097_L19_6-08-5_3uM_P44,29.3250558978142,21.8722187894074,7.452837108406801,,,0.5854674921937519,,
ASO505-528_total_20210623,J1,ASO518_10,KQ2098_L21_7-08-6_10uM_P44,33.8182877737556,25.923282472418,7.895005301337601,,,1.0276356851245527,0.8480384006466183,0.5555395771671993
ASO505-528_total_20210623,J2,ASO518_10,KQ2098_L21_7-08-6_10uM_P44,33.6048650068661,25.9563176302271,7.648547376638998,,,0.7811777604259493,,
ASO505-528_total_20210623,J3,ASO518_10,KQ2098_L21_7-08-6_10uM_P44,33.620127437034,26.0174560644316,7.602671372602401,,,0.7353017563893527,,
ASO505-528_total_20210623,J4,ASO518_10,KQ2098_L21_7-08-6_10uM_P44,33.373396642548,26.0836182038194,7.2897784387286,,,0.42240882251555156,0.6276306951474862,0.6472384878395315
ASO505-528_total_20210623,J5,ASO518_10,KQ2098_L21_7-08-6_10uM_P44,33.4843366558877,26.0695514409003,7.4147852149874005,,,0.5474155987743519,,
ASO505-528_total_20210623,J6,ASO518_10,KQ2098_L21_7-08-6_10uM_P44,33.9083557335678,26.1279184532022,7.780437280365604,,,0.913067664152555,,
ASO505-528_total_20210623,J7,ASO518_3,KQ2098_L21_7-08-6_3uM_P44,31.3458790819987,23.8314751710762,7.5144039109225,,,0.6470342947094512,0.648842795376618,0.6377916896248961
ASO505-528_total_20210623,J8,ASO518_3,KQ2098_L21_7-08-6_3uM_P44,31.3330413797898,23.838339309538,7.494702070251801,,,0.6273324540387524,,
ASO505-528_total_20210623,J9,ASO518_3,KQ2098_L21_7-08-6_3uM_P44,31.3975538814367,23.858022627842,7.539531253594699,,,0.6721616373816506,,
ASO505-528_total_20210623,J10,ASO518_3,KQ2098_L21_7-08-6_3uM_P44,31.1572937080849,23.8679079471242,7.289385760960702,,,0.42201614474765314,0.38138903871051905,0.7676980886363668
ASO505-528_total_20210623,J11,ASO518_3,KQ2098_L21_7-08-6_3uM_P44,31.1901366092662,23.9561224217885,7.234014187477701,,,0.36664457126465244,,
ASO505-528_total_20210623,J12,ASO518_3,KQ2098_L21_7-08-6_3uM_P44,31.195334000997,23.9724579846647,7.2228760163323,,,0.3555064001192516,,
ASO505-528_total_20210623,K1,ASO519_10,KQ2099_L21_7-08-6_10uM_P44,34.5288577713621,26.5393092536266,7.989548517735496,,,1.1221789015224477,1.4070464422197844,0.37708288019051467
ASO505-528_total_20210623,K2,ASO519_10,KQ2099_L21_7-08-6_10uM_P44,35.4242574915419,26.515264713606,8.9089927779359,,,2.0416231617228515,,
ASO505-528_total_20210623,K3,ASO519_10,KQ2099_L21_7-08-6_10uM_P44,34.5869722496635,26.6622653700364,7.924706879627102,,,1.0573372634140537,,
ASO505-528_total_20210623,K4,ASO519_10,KQ2099_L21_7-08-6_10uM_P44,34.3299370044337,25.5538021898797,8.776134814554002,,,1.9087651983409533,1.908745139289352,0.26632409443767147
ASO505-528_total_20210623,K5,ASO519_10,KQ2099_L21_7-08-6_10uM_P44,34.1680873267167,25.6377049985274,8.530382328189301,,,1.6630127119762523,,
ASO505-528_total_20210623,K6,ASO519_10,KQ2099_L21_7-08-6_10uM_P44,34.616071816851,25.5942446930871,9.021827123763899,,,2.15445750755085,,
ASO505-528_total_20210623,K7,ASO519_3,KQ2099_L21_7-08-6_3uM_P44,32.8023203966474,23.9066637929858,8.895656603661603,,,2.0282869874485545,1.9615267921016517,0.25675658947970087
ASO505-528_total_20210623,K8,ASO519_3,KQ2099_L21_7-08-6_3uM_P44,32.487136698195,23.8986650426925,8.588471655502502,,,1.7211020392894536,,
ASO505-528_total_20210623,K9,ASO519_3,KQ2099_L21_7-08-6_3uM_P44,32.8527123165962,23.8501513508162,9.002560965779995,,,2.135191349566947,,
ASO505-528_total_20210623,K10,ASO519_3,KQ2099_L21_7-08-6_3uM_P44,32.7755526479796,24.8307708645888,7.944781783390802,,,1.0774121671777532,0.9943924828967869,0.5019471991040712
ASO505-528_total_20210623,K11,ASO519_3,KQ2099_L21_7-08-6_3uM_P44,32.6657458058672,24.9381247533014,7.727621052565805,,,0.8602514363527565,,
ASO505-528_total_20210623,K12,ASO519_3,KQ2099_L21_7-08-6_3uM_P44,32.8449188146296,24.9320353532567,7.9128834613729,,,1.0455138451598511,,
ASO505-528_total_20210623,L1,ASO520_10,KQ2100_L21_7-08-6_10uM_P44,33.6597949042199,25.3690415958278,8.290753308392102,,,1.423383692179053,1.5488236690013526,0.3417886349793253
ASO505-528_total_20210623,L2,ASO520_10,KQ2100_L21_7-08-6_10uM_P44,34.0029706667923,25.4200247315688,8.5829459352235,,,1.7155763190104505,,
ASO505-528_total_20210623,L3,ASO520_10,KQ2100_L21_7-08-6_10uM_P44,33.912268677836,25.5373880658084,8.374880612027603,,,1.5075109958145543,,
ASO505-528_total_20210623,L4,ASO520_10,KQ2100_L21_7-08-6_10uM_P44,33.4698157250283,25.9898248937988,7.479990831229497,,,0.6126212150164481,0.6248467158923479,0.6484886745799264
ASO505-528_total_20210623,L5,ASO520_10,KQ2100_L21_7-08-6_10uM_P44,33.257652525209,25.9869898813604,7.2706626438485955,,,0.40329302763554686,,
ASO505-528_total_20210623,L6,ASO520_10,KQ2100_L21_7-08-6_10uM_P44,33.8071579863803,26.0811624651422,7.725995521238097,,,0.8586259050250487,,
ASO505-528_total_20210623,L7,ASO520_3,KQ2100_L21_7-08-6_3uM_P44,32.5627110588467,23.193494472919,9.369216585927703,,,2.501846969714654,2.5217998249337517,0.17412559346999057
ASO505-528_total_20210623,L8,ASO520_3,KQ2100_L21_7-08-6_3uM_P44,32.3408154484842,23.1923881628859,9.148427285598299,,,2.28105766938525,,
ASO505-528_total_20210623,L9,ASO520_3,KQ2100_L21_7-08-6_3uM_P44,32.90423504351,23.2543705915956,9.6498644519144,,,2.7824948357013515,,
ASO505-528_total_20210623,L10,ASO520_3,KQ2100_L21_7-08-6_3uM_P44,32.2444018488642,23.7954730061063,8.448928842757901,,,1.5815592265448526,1.4926886057502842,0.3553497019252489
ASO505-528_total_20210623,L11,ASO520_3,KQ2100_L21_7-08-6_3uM_P44,32.0476037543391,23.8577398529648,8.189863901374299,,,1.32249428516125,,
ASO505-528_total_20210623,L12,ASO520_3,KQ2100_L21_7-08-6_3uM_P44,32.352458238897,23.9110763171392,8.441381921757799,,,1.5740123055447501,,
ASO505-528_total_20210623,M1,ASO521_10,KQ2101_L21_7-08-6_10uM_P44,34.6831985146669,26.9050991258677,7.778099388799198,,,0.9107297725861496,0.707671653141384,0.6123075370681789
ASO505-528_total_20210623,M2,ASO521_10,KQ2101_L21_7-08-6_10uM_P44,34.3656349550677,26.9117535901941,7.453881364873599,,,0.5865117486605502,,
ASO505-528_total_20210623,M3,ASO521_10,KQ2101_L21_7-08-6_10uM_P44,34.4956311026843,27.0024880482938,7.493143054390501,,,0.6257734381774522,,
ASO505-528_total_20210623,M4,ASO521_10,KQ2101_L21_7-08-6_10uM_P44,33.8245204445222,25.7040013715249,8.1205190729973,,,1.2531494567842518,1.4084811674841198,0.3767080668044909
ASO505-528_total_20210623,M5,ASO521_10,KQ2101_L21_7-08-6_10uM_P44,33.8650621876927,25.673860463514,8.1912017241787,,,1.3238321079656519,,
ASO505-528_total_20210623,M6,ASO521_10,KQ2101_L21_7-08-6_10uM_P44,34.3366162283025,25.820784674387,8.515831553915504,,,1.6484619377024554,,
ASO505-528_total_20210623,M7,ASO521_3,KQ2101_L21_7-08-6_3uM_P44,31.7976382501583,23.18921433283,8.608423917328299,,,1.7410543011152502,1.7671636659659178,0.29378575180647654
ASO505-528_total_20210623,M8,ASO521_3,KQ2101_L21_7-08-6_3uM_P44,31.7506917222823,23.2137346906532,8.5369570316291,,,1.6695874154160517,,
ASO505-528_total_20210623,M9,ASO521_3,KQ2101_L21_7-08-6_3uM_P44,32.0275479434368,23.2693290458573,8.7582188975795,,,1.8908492813664513,,
ASO505-528_total_20210623,M10,ASO521_3,KQ2101_L21_7-08-6_3uM_P44,31.6341946679511,25.0628217268782,6.571372941072898,,,-0.2959966751401506,-0.198774992315616,1.1477233970038216
ASO505-528_total_20210623,M11,ASO521_3,KQ2101_L21_7-08-6_3uM_P44,31.8740767962822,25.0963908553761,6.7776859409061,,,-0.08968367530694898,,
ASO505-528_total_20210623,M12,ASO521_3,KQ2101_L21_7-08-6_3uM_P44,31.8091881299846,25.1524631402713,6.6567249897133,,,-0.21064462649974836,,
ASO505-528_total_20210623,N1,ASO522_10,KQ2102_L21_7-08-6_10uM_P44,34.0590010629667,26.9197276341647,7.139273428801999,,,0.2719038125889508,0.4492725580285839,0.7324120548768414
ASO505-528_total_20210623,N2,ASO522_10,KQ2102_L21_7-08-6_10uM_P44,34.2872962129568,26.9687092369404,7.318586976016398,,,0.45121735980334954,,
ASO505-528_total_20210623,N3,ASO522_10,KQ2102_L21_7-08-6_10uM_P44,34.5081976028019,27.0161314848954,7.4920661179065,,,0.6246965016934514,,
ASO505-528_total_20210623,N4,ASO522_10,KQ2102_L21_7-08-6_10uM_P44,32.6435911990189,25.8736199619328,6.7699712370861,,,-0.0973983791269486,-0.06750331639958358,1.0479016472393776
ASO505-528_total_20210623,N5,ASO522_10,KQ2102_L21_7-08-6_10uM_P44,32.3696367038702,25.9233198844095,6.446316819460698,,,-0.42105279675235074,,
ASO505-528_total_20210623,N6,ASO522_10,KQ2102_L21_7-08-6_10uM_P44,33.1376853711446,25.954374528251,7.183310842893597,,,0.3159412266805486,,
ASO505-528_total_20210623,N7,ASO522_3,KQ2102_L21_7-08-6_3uM_P44,33.6499532788243,25.1083159063758,8.541637372448498,,,1.6742677562354498,1.348122595541416,0.3928028778020546
ASO505-528_total_20210623,N8,ASO522_3,KQ2102_L21_7-08-6_3uM_P44,33.2088485607579,25.1240525073607,8.084796053397199,,,1.21742643718415,,
