Experiment Name,Position,SampleName,ASO Description ,Target SNP ID,CrossingPoint,Unnamed: 6,dCt,Unnamed: 8,Avg,SD,ddCt,Avg_ddCt,Exp
R3.1_P2-1+P2-2_Total_20210826,G1,Naïve_R3.1P2-1,Naïve_R3.1P2-1,,29.4985615444502,24.1822420125738,5.3163195318764025,5.227937923592401,5.435531502465024,0.14495583787018979,-0.11921197058862187,-0.20759357887262345,1.1547604315613007
R3.1_P2-1+P2-2_Total_20210826,G2,Naïve_R3.1P2-1,Naïve_R3.1P2-1,,29.2969283449048,24.1721087521358,5.124819592769001,,,,-0.3107119096960238,,
R3.1_P2-1+P2-2_Total_20210826,G3,Naïve_R3.1P2-1,Naïve_R3.1P2-1,,29.5012506623485,24.2585760162167,5.2426746461318,,,,-0.1928568563332247,,
R3.1_P2-1+P2-2_Total_20210826,G4,Naïve_R3.1P2-1,Naïve_R3.1P2-1,,29.5835605264921,24.0090392028923,5.5745213235998,5.562823557237533,,,0.13898982113477576,0.12729205477250924,0.9155483268532836
R3.1_P2-1+P2-2_Total_20210826,G5,Naïve_R3.1P2-1,Naïve_R3.1P2-1,,29.6184291498594,24.0394291927752,5.5789999570842,,,,0.14346845461917557,,
R3.1_P2-1+P2-2_Total_20210826,G6,Naïve_R3.1P2-1,Naïve_R3.1P2-1,,29.6171474757082,24.0821980846796,5.534949391028601,,,,0.09941788856357636,,
R3.1_P2-1+P2-2_Total_20210826,H13,Naïve_R3.1P2-1,Naïve_R3.1P2-1,,29.9863810909918,24.3868136823226,5.599567408669198,5.491714360669264,,,0.16403590620417408,0.05618285820424015,0.9618055403480048
R3.1_P2-1+P2-2_Total_20210826,H14,Naïve_R3.1P2-1,Naïve_R3.1P2-1,,29.9382223064878,24.4422652160561,5.495957090431698,,,,0.060425587966673966,,
R3.1_P2-1+P2-2_Total_20210826,H15,Naïve_R3.1P2-1,Naïve_R3.1P2-1,,29.9648405550529,24.585221972146,5.379618582906897,,,,-0.055912919558127605,,
R3.1_P2-1+P2-2_Total_20210826,H16,Naïve_R3.1P2-1,Naïve_R3.1P2-1,,30.0245355965285,24.5004900423914,5.5240455541371,5.459650168360899,,,0.08851405167207549,0.024118665895875264,0.9834211814247354
R3.1_P2-1+P2-2_Total_20210826,H17,Naïve_R3.1P2-1,Naïve_R3.1P2-1,,29.9521997969424,24.5276585758872,5.424541221055197,,,,-0.010990281409827496,,
R3.1_P2-1+P2-2_Total_20210826,H18,Naïve_R3.1P2-1,Naïve_R3.1P2-1,,29.9429982192125,24.5126344893221,5.430363729890402,,,,-0.005167772574622198,,
R3.1_P2-1+P2-2_Total_20210826,G7,Ionis1375651_10_R3.1P2-1,Ionis1375651_10uM_R3.1P2-1,,33.7928105109038,24.9600257362868,8.832784774617,,,,3.3972532721519757,3.674484150033843,0.07831952633395477
R3.1_P2-1+P2-2_Total_20210826,G8,Ionis1375651_10_R3.1P2-1,Ionis1375651_10uM_R3.1P2-1,,34.0688022532224,24.9404050662786,9.1283971869438,,,,3.692865684478776,,
R3.1_P2-1+P2-2_Total_20210826,G9,Ionis1375651_10_R3.1P2-1,Ionis1375651_10uM_R3.1P2-1,,34.4070192460819,25.0381542501461,9.368864995935802,,,,3.9333334934707773,,
R3.1_P2-1+P2-2_Total_20210826,H1,Ionis1375651_10_R3.1P2-1,Ionis1375651_10uM_R3.1P2-1,,34.79523301821,26.277553403224,8.517679614985997,,,,3.082148112520973,3.3600945062167753,0.09738919260225594
R3.1_P2-1+P2-2_Total_20210826,H2,Ionis1375651_10_R3.1P2-1,Ionis1375651_10uM_R3.1P2-1,,35.1469521795921,26.3112295329167,8.8357226466754,,,,3.4001911442103756,,
R3.1_P2-1+P2-2_Total_20210826,H3,Ionis1375651_10_R3.1P2-1,Ionis1375651_10uM_R3.1P2-1,,35.3946070197077,26.3611312553237,9.033475764384,,,,3.5979442619189763,,
R3.1_P2-1+P2-2_Total_20210826,G10,Ionis1375651_3_R3.1P2-1,Ionis1375651_3uM_R3.1P2-1,,31.1899763681801,24.266947510777,6.9230288574031,,,,1.4874973549380757,1.375465628829842,0.38542828956061
R3.1_P2-1+P2-2_Total_20210826,G11,Ionis1375651_3_R3.1P2-1,Ionis1375651_3uM_R3.1P2-1,,31.1918394457855,24.4027932760714,6.789046169714101,,,,1.353514667249077,,
R3.1_P2-1+P2-2_Total_20210826,G12,Ionis1375651_3_R3.1P2-1,Ionis1375651_3uM_R3.1P2-1,,31.1379161845613,24.4169998177939,6.720916366767398,,,,1.2853848643023733,,
R3.1_P2-1+P2-2_Total_20210826,H4,Ionis1375651_3_R3.1P2-1,Ionis1375651_3uM_R3.1P2-1,,32.0631817325798,25.1592470228824,6.903934709697399,,,,1.4684032072323747,1.5783670389852427,0.33486069717669065
R3.1_P2-1+P2-2_Total_20210826,H5,Ionis1375651_3_R3.1P2-1,Ionis1375651_3uM_R3.1P2-1,,32.2110334933517,25.196226119366,7.0148073739857,,,,1.579275871520676,,
R3.1_P2-1+P2-2_Total_20210826,H6,Ionis1375651_3_R3.1P2-1,Ionis1375651_3uM_R3.1P2-1,,32.3079207849024,25.1849672442347,7.122953540667702,,,,1.6874220382026772,,
R3.1_P2-1+P2-2_Total_20210826,G13,Ionis676630_10_R3.1P2-1,Ionis676630_10uM_R3.1P2-1,,31.1832366286027,24.4879903809047,6.695246247697998,,,,1.2597147452329738,1.230476782564108,0.4261765795636125
R3.1_P2-1+P2-2_Total_20210826,G14,Ionis676630_10_R3.1P2-1,Ionis676630_10uM_R3.1P2-1,,31.0808037246461,24.573197782551,6.5076059420951005,,,,1.072074439630076,,
R3.1_P2-1+P2-2_Total_20210826,G15,Ionis676630_10_R3.1P2-1,Ionis676630_10uM_R3.1P2-1,,31.4050521805571,24.6098795152628,6.795172665294299,,,,1.3596411628292744,,
R3.1_P2-1+P2-2_Total_20210826,G16,Ionis676630_10_R3.1P2-1,Ionis676630_10uM_R3.1P2-1,,30.6011912163246,23.8180355969905,6.783155619334099,,,,1.347624116869075,1.289231542935276,0.40916891664231525
R3.1_P2-1+P2-2_Total_20210826,G17,Ionis676630_10_R3.1P2-1,Ionis676630_10uM_R3.1P2-1,,30.5141267532587,23.8899208264038,6.624205926854902,,,,1.1886744243898777,,
R3.1_P2-1+P2-2_Total_20210826,G18,Ionis676630_10_R3.1P2-1,Ionis676630_10uM_R3.1P2-1,,30.69053305126,23.9236054612481,6.7669275900119,,,,1.3313960875468753,,
R3.1_P2-1+P2-2_Total_20210826,H7,Ionis676630_10_R3.1P2-1,Ionis676630_10uM_R3.1P2-1,,31.0435536455314,24.8831913133627,6.160362332168699,,,,0.7248308297036745,0.7685199012116751,0.5870194044421707
R3.1_P2-1+P2-2_Total_20210826,H8,Ionis676630_10_R3.1P2-1,Ionis676630_10uM_R3.1P2-1,,31.2476113146179,24.8424087830862,6.4052025315317,,,,0.9696710290666752,,
R3.1_P2-1+P2-2_Total_20210826,H9,Ionis676630_10_R3.1P2-1,Ionis676630_10uM_R3.1P2-1,,30.9803442088893,24.9337548615596,6.0465893473297,,,,0.6110578448646757,,
