SampleName,ASO Microsynth ID,Test plate #,MT Avg Exp,WT Avg Exp,Tier
ASO365_10,KQJM101_L21_7-08-6_10uM_P31,31.0,0.061479054538644495,0.11045095439957063,000010
ASO468_10,KQ2048_L21_7-08-6_10uM_P39,39.0,0.08890662038625519,0.11949560590367621,000010
ASO65_10,KQ980_10,6.0,0.0850540353121732,0.34776042275040703,000030
ASO218_10,KQ501_L20_5-10-5_10uM_P19,19.0,0.12428106646652513,0.15754117063490597,010010
ASO219_10,KQ500_L20_5-10-5_10uM_P19,19.0,0.14904018246663367,0.17193129926172424,010010
ASO368_10,KQJM105_L19_6-08-5_10uM_P31,31.0,0.15089513452264647,0.1743182531477028,010010
ASO62_10,KQ830_10,6.0,0.19097674955696115,0.18595203677114985,010010
ASO350_10,KQJM096_L17_4-10-3_10uM_P30,30.0,0.19705500881278507,0.2415582297313789,010020
ASO482_10,KQ2062_L21_7-08-6_10uM_P41,41.0,0.18427720558111313,0.2930528923566233,010020
ASO61_10,KQ920_10,6.0,0.14214847750336707,0.2327183585093906,010020
ASO66_10,KQ928_10,6.0,0.12400479972229107,0.2513279962840728,010020
ASO364_10,KQJM100_L22_6-10-6_10uM_P31,31.0,0.17111294332386903,0.32082877895199563,010030
ASO506_10,KQ2086_L19_6-08-5_10uM_P43,43.0,0.1316896691112294,0.3435202731315274,010030
ASO485_10,KQ2065_L20_6-08-6_10uM_P41,41.0,0.19997775373425408,0.4068674532949777,010040
ASO208_10,KQ272_10,18.0,0.21216410585651033,0.26672217213647215,020020
ASO343_10,KQJM089_L18_4-10-4_10uM_P29,29.0,0.2726995962962425,0.21488010434859897,020020
ASO346_10,KQJM092_L21_6-10-5_10uM_P29,29.0,0.2417666745893247,0.2917848093041268,020020
ASO347_10,KQJM093_L17_4-10-3_10uM_P29,29.0,0.24683441538685277,0.2762151006887436,020020
ASO348_10,KQJM094_L19_5-10-4_10uM_P29,29.0,0.24515828301509435,0.2873030218499967,020020
ASO429_10,KQ2009_L21_6-10-5_10uM_P36,36.0,0.22246472016675378,0.26928975821848566,020020
ASO63_10,KQ919_10,6.0,0.21804891237312404,0.2564542380982434,020020
ASO213_10,KQ493_10,18.0,0.27217211028376037,0.3728864693641793,020030
ASO220_10,KQ499_L20_5-10-5_10uM_P19,19.0,0.2245780356667909,0.35166457905547555,020030
ASO255_10,KQ107_L20_5-10-5_10uM_P22,22.0,0.2904369348949867,0.3340873355847466,020030
ASO338_10,KQJM084_L18_4-10-4_10uM_P29,29.0,0.23946868233760235,0.3178498106821613,020030
ASO341_10,KQJM087_L18_4-10-4_10uM_P29,29.0,0.2397856658850553,0.36434072342329227,020030
ASO342_10,KQJM088_L17_4-10-3_10uM_P29,29.0,0.26308836594161517,0.3240107279076918,020030
ASO344_10,KQJM090_L17_4-10-3_10uM_P29,29.0,0.26072373713388325,0.3054437487388307,020030
ASO382_10,KQJM173_L17_5-08-4_10uM_P32,32.0,0.2844041882395783,0.3360358490873046,020030
ASO428_10,KQ2008_L21_6-10-5_10uM_P36,36.0,0.26376203973362516,0.3426000932746138,020030
ASO431_10,KQ2011_L21_6-10-5_10uM_P36,36.0,0.24009237478383302,0.3683401526746896,020030
ASO460_10,KQ2040_L19_5-10-4_10uM_P39,39.0,0.29912607691039617,0.33869268225626165,020030
ASO463_10,KQ2043_L21_7-08-6_10uM_P39,39.0,0.23430426121048245,0.30698432025610295,020030
ASO67_10,KQ927_10,6.0,0.2225051334267759,0.34577144194672943,020030
ASO383_10,KQJM174_L18_4-10-4_10uM_P32,32.0,0.22268894917265683,0.43229676758493074,020040
ASO491_10,KQ2071_L20_6-08-6_10uM_P41,41.0,0.21902702504476024,0.4986319487796247,020040
ASO443_10,KQ2023_L21_6-10-5_10uM_P37,37.0,0.24764708963038395,0.5650591673621878,020050
ASO483_10,KQ2063_L21_7-08-6_10uM_P41,41.0,0.2429308801073924,0.5119382993065584,020050
ASO490_10,KQ2070_L20_6-08-6_10uM_P41,41.0,0.2867007052520894,0.5174241213881474,020050
ASO442_10,KQ2022_L21_6-10-5_10uM_P37,37.0,0.21296790169035296,0.6255410138628825,020060
ASO214_10,KQ492_10,18.0,0.3218710620585111,0.2551633662306505,030020
ASO404_10,KQJM150_L20_6-08-6_10uM_P34,34.0,0.31322771487739665,0.28508855750242185,030020
ASO142_10,KQ943_10,12.0,0.38518069004823924,0.3903069582469923,030030
ASO205_10,KQ997_10,18.0,0.31891219333627346,0.365906522940821,030030
ASO206_10,KQ349_10,18.0,0.312055420569387,0.3724494103276163,030030
ASO345_10,KQJM091_L18_4-10-4_10uM_P29,29.0,0.3055268660252984,0.34379010085065254,030030
ASO361_10,KQJM120_L18_5-08-5_10uM_P31,31.0,0.3513730977398459,0.34182757972510025,030030
ASO370_10,KQJM107_L18_4-10-4_10uM_P31,31.0,0.3024280644466143,0.3380152888765391,030030
ASO374_10,KQJM118_L23_8-08-7_10uM_P32,32.0,0.36678717828359325,0.39715204470130355,030030
ASO427_10,KQ2007_L21_6-10-5_10uM_P36,36.0,0.31142885572123635,0.36632977126339533,030030
ASO82_10,KQ340_10,7.0,0.35734466129298004,0.35296744176535455,030030
ASO217_10,KQ999_L20_5-10-5_10uM_P19,19.0,0.38464176185690874,0.47753635392125493,030040
ASO340_10,KQJM086_L17_5-08-4_10uM_P29,29.0,0.3971531547829919,0.44264234855869944,030040
ASO351_10,KQJM097_L17_5-08-4_10uM_P30,30.0,0.3467659090817495,0.42577312410365503,030040
ASO360_10,KQJM161_L18_4-10-4_10uM_P30,30.0,0.3180296774585984,0.4035352312158237,030040
ASO376_10,KQJM123_L18_4-10-4_10uM_P32,32.0,0.35897513169160167,0.44480647595548617,030040
ASO407_10,KQJM153_L18_5-08-5_10uM_P34,34.0,0.3594905613565882,0.44908498642543654,030040
ASO441_10,KQ2021_L21_6-10-5_10uM_P37,37.0,0.30648797790453924,0.4023654355470916,030040
ASO71_10,KQJM063_10,6.0,0.37068566753097354,0.41136111928966496,030040
ASO80_10,KQ341_10,7.0,0.33794313395015124,0.4218653881411685,030040
ASO195_10,KQ956_10,17.0,0.3503020697336395,0.5574712958282236,030050
ASO216_10,KQ298_10,18.0,0.35592370191501654,0.5104679619859437,030050
ASO523_10,KQ2103_L20_6-08-6_10uM_P44,44.0,0.3624250417048432,0.5070935571670211,030050
ASO197_10,KQ958_10,17.0,0.3804537063143794,0.610394104674144,030060
ASO481_10,KQ2061_L20_6-08-6_10uM_P41,41.0,0.32531794266559105,0.6328091447290128,030060
ASO488_10,KQ2068_L21_7-08-6_10uM_P41,41.0,0.3903700871251707,0.6434759111087329,030060
ASO508_10,KQ2088_L19_6-08-5_10uM_P43,43.0,0.3948130689789098,0.6379573794960295,030060
ASO511_10,KQ2091_L20_6-08-6_10uM_P43,43.0,0.3597256993688886,0.6793097189344299,030060
ASO512_10,KQ2092_L20_6-08-6_10uM_P43,43.0,0.37389567371295945,0.6435357201421609,030060
ASO439_10,KQ2019_L21_6-10-5_10uM_P37,37.0,0.3465559534248815,0.7193733155086005,030070
ASO117_10,KQ426_10,10.0,0.3393481194806195,0.8747257076217082,030080
ASO192_10,KQ296_10,16.0,0.4453000811502064,0.36026184612371903,040030
ASO476_10,KQ2056_L21_7-08-6_10uM_P40,40.0,0.436297998051889,0.3931699899137712,040030
ASO171_10,KQ360_10,15.0,0.47035258050292494,0.4448167676031947,040040
ASO1_10,KQ972_10,1.0,0.45865064902587543,0.47533812618008686,040040
ASO207_10,KQ348_10,18.0,0.40740350799220215,0.47405027088403545,040040
ASO25_10,KQ976_10,3.0,0.4138190199897402,0.4232386356193163,040040
ASO32_10,KQ908_10,3.0,0.41722879913406835,0.46576746167101396,040040
ASO352_10,KQJM098_L18_4-10-4_10uM_P30,30.0,0.4170021985960411,0.4704971094873353,040040
ASO70_10,KQ925_10,6.0,0.4404969882978147,0.468678786983513,040040
ASO81_10,KQ260_10,7.0,0.4488335964789214,0.4776703653376497,040040
