Experiment Name,Position,SampleName,ASO Microsynth ID,Target SNP ID,CrossingPoint,CrossingPoint.1,dCt,dCt Avg,Avg,SD,ddCt,Avg_ddCt,Exp
Rd2.1.3_P1+2_MT_20210730,O1,Naïve_P2.1-2,Naïve_P2.1-2,,30.24741839,23.05447202,7.192946366,7.268886742,7.187266348,0.075535611,0.005680019,0.081620394,0.944995658
Rd2.1.3_P1+2_MT_20210730,O2,Naïve_P2.1-2,Naïve_P2.1-2,,30.49914703,23.11881578,7.380331251,,,,0.193064903,,
Rd2.1.3_P1+2_MT_20210730,O3,Naïve_P2.1-2,Naïve_P2.1-2,,30.38053516,23.14715255,7.233382608,,,,0.04611626,,
Rd2.1.3_P1+2_MT_20210730,O4,Naïve_P2.1-2,Naïve_P2.1-2,,29.95728147,22.81373123,7.143550243,7.173087185,,,-0.043716105,-0.014179163,1.009876702
Rd2.1.3_P1+2_MT_20210730,O5,Naïve_P2.1-2,Naïve_P2.1-2,,29.91992486,22.83957532,7.080349538,,,,-0.10691681,,
Rd2.1.3_P1+2_MT_20210730,O6,Naïve_P2.1-2,Naïve_P2.1-2,,30.16886434,22.87350256,7.295361775,,,,0.108095427,,
Rd2.1.3_P1+2_MT_20210730,P1,Naïve_P2.1-2,Naïve_P2.1-2,,29.64961645,23.16191918,6.487697268,6.605649431,,,-0.69956908,-0.581616917,1.496525557
Rd2.1.3_P1+2_MT_20210730,P2,Naïve_P2.1-2,Naïve_P2.1-2,,29.65682561,23.01299031,6.6438353,,,,-0.543431048,,
Rd2.1.3_P1+2_MT_20210730,P3,Naïve_P2.1-2,Naïve_P2.1-2,,29.71199686,23.02658113,6.685415724,,,,-0.501850623,,
Rd2.1.3_P1+2_MT_20210730,P4,Naïve_P2.1-2,Naïve_P2.1-2,,30.23714362,23.13168797,7.105455653,7.119825116,,,-0.081810694,-0.067441231,1.047856553
Rd2.1.3_P1+2_MT_20210730,P5,Naïve_P2.1-2,Naïve_P2.1-2,,30.23351566,23.14808059,7.085435075,,,,-0.101831273,,
