Experiment Name,Position,SampleName,ASO Microsynth ID,Target SNP ID,CrossingPoint,CrossingPoint.1,dCt,dCt Avg,Avg,SD,ddCt,Avg_ddCt,Exp
Rd2.1.3_P1+2_WT_20210730,O1,Naïve_P2.1-2,Naïve_P2.1-2,,30.17855628,23.03379772,7.144758562,7.12631553,7.050197346,0.134276335,0.094561216,0.076118184,0.948606603
Rd2.1.3_P1+2_WT_20210730,O2,Naïve_P2.1-2,Naïve_P2.1-2,,30.25096347,23.05032075,7.200642723,,,,0.150445377,,
Rd2.1.3_P1+2_WT_20210730,O3,Naïve_P2.1-2,Naïve_P2.1-2,,30.22974225,23.19619694,7.033545304,,,,-0.016652042,,
Rd2.1.3_P1+2_WT_20210730,O4,Naïve_P2.1-2,Naïve_P2.1-2,,29.55968673,22.79071668,6.768970048,6.895156842,,,-0.281227298,-0.155040504,1.113452878
Rd2.1.3_P1+2_WT_20210730,O5,Naïve_P2.1-2,Naïve_P2.1-2,,29.67052638,22.84498143,6.825544952,,,,-0.224652394,,
Rd2.1.3_P1+2_WT_20210730,O6,Naïve_P2.1-2,Naïve_P2.1-2,,29.97732851,22.88637299,7.090955526,,,,0.04075818,,
Rd2.1.3_P1+2_WT_20210730,P1,Naïve_P2.1-2,Naïve_P2.1-2,,29.55638731,22.98038997,6.575997337,6.635233455,,,-0.474200009,-0.414963891,1.333265307
Rd2.1.3_P1+2_WT_20210730,P2,Naïve_P2.1-2,Naïve_P2.1-2,,29.69643066,23.01747443,6.678956231,,,,-0.371241115,,
Rd2.1.3_P1+2_WT_20210730,P3,Naïve_P2.1-2,Naïve_P2.1-2,,29.73965019,23.08890339,6.650746795,,,,-0.399450551,,
Rd2.1.3_P1+2_WT_20210730,P4,Naïve_P2.1-2,Naïve_P2.1-2,,30.15357746,23.06335273,7.090224735,7.129119667,,,0.040027389,0.07892232,0.946764607
Rd2.1.3_P1+2_WT_20210730,P5,Naïve_P2.1-2,Naïve_P2.1-2,,30.33947606,23.1515066,7.187969467,,,,0.137772121,,
Rd2.1.3_P1+2_WT_20210730,P6,Naïve_P2.1-2,Naïve_P2.1-2,,30.32749509,23.21833029,7.109164798,,,,0.058967452,,
Rd2.1.3_P1+2_WT_20210730,M10,TY779PD_10_P2.1-2,TY779PD_10uM_P2.1-2,,29.95157023,22.9174804,7.034089832,,,,-0.016107514,-0.026543362,1.018568751
Rd2.1.3_P1+2_WT_20210730,M11,TY779PD_10_P2.1-2,TY779PD_10uM_P2.1-2,,30.02106974,23.03666622,6.984403522,,,,-0.065793824,,
Rd2.1.3_P1+2_WT_20210730,M12,TY779PD_10_P2.1-2,TY779PD_10uM_P2.1-2,,30.13823717,23.08576857,7.052468599,,,,0.002271253,,
Rd2.1.3_P1+2_WT_20210730,M22,TY779PD_10_P2.1-2,TY779PD_10uM_P2.1-2,,30.92836179,23.30926664,7.619095153,,,,0.568897807,0.607177039,0.656479998
Rd2.1.3_P1+2_WT_20210730,M23,TY779PD_10_P2.1-2,TY779PD_10uM_P2.1-2,,31.11119803,23.37884375,7.732354272,,,,0.682156926,,
Rd2.1.3_P1+2_WT_20210730,M24,TY779PD_10_P2.1-2,TY779PD_10uM_P2.1-2,,31.02019655,23.39952282,7.620673731,,,,0.570476385,,
Rd2.1.3_P1+2_WT_20210730,O7,Ionis1375651_10_P2.1-2,Ionis1375651_10uM_P2.1-2,,33.06438077,23.722918,9.341462776,,,,2.29126543,2.218332813,0.214889543
Rd2.1.3_P1+2_WT_20210730,O8,Ionis1375651_10_P2.1-2,Ionis1375651_10uM_P2.1-2,,32.82672,23.76957363,9.057146368,,,,2.006949021,,
Rd2.1.3_P1+2_WT_20210730,O9,Ionis1375651_10_P2.1-2,Ionis1375651_10uM_P2.1-2,,33.22263437,23.81565304,9.406981334,,,,2.356783988,,
Rd2.1.3_P1+2_WT_20210730,P7,Ionis1375651_10_P2.1-2,Ionis1375651_10uM_P2.1-2,,34.5114522,24.40123244,10.11021976,,,,3.060022413,2.816046904,0.141999041
Rd2.1.3_P1+2_WT_20210730,P8,Ionis1375651_10_P2.1-2,Ionis1375651_10uM_P2.1-2,,34.32330128,24.49404982,9.829251453,,,,2.779054106,,
Rd2.1.3_P1+2_WT_20210730,P9,Ionis1375651_10_P2.1-2,Ionis1375651_10uM_P2.1-2,,34.19616029,24.53689876,9.659261539,,,,2.609064193,,
Rd2.1.3_P1+2_WT_20210730,O10,Ionis1375651_3_P2.1-2,Ionis1375651_3uM_P2.1-2,,31.78905321,24.47474675,7.314306454,,,,0.264109108,0.890518553,0.539420198
Rd2.1.3_P1+2_WT_20210730,O11,Ionis1375651_3_P2.1-2,Ionis1375651_3uM_P2.1-2,,31.63625735,23.32206034,8.314197008,,,,1.263999662,,
Rd2.1.3_P1+2_WT_20210730,O12,Ionis1375651_3_P2.1-2,Ionis1375651_3uM_P2.1-2,,31.60481568,23.41117145,8.193644237,,,,1.143446891,,
Rd2.1.3_P1+2_WT_20210730,P10,Ionis1375651_3_P2.1-2,Ionis1375651_3uM_P2.1-2,,31.2404835,23.16900984,8.071473663,,,,1.021276317,1.028674768,0.490160194
Rd2.1.3_P1+2_WT_20210730,P11,Ionis1375651_3_P2.1-2,Ionis1375651_3uM_P2.1-2,,31.45480695,23.21522892,8.239578026,,,,1.18938068,,
Rd2.1.3_P1+2_WT_20210730,P12,Ionis1375651_3_P2.1-2,Ionis1375651_3uM_P2.1-2,,31.20113304,23.27556839,7.925564652,,,,0.875367306,,
Rd2.1.3_P1+2_WT_20210730,O13,Ionis676630_10_P2.1-2,Ionis676630_10uM_P2.1-2,,30.50458777,23.23947369,7.26511408,,,,0.214916734,0.248722933,0.841641103
Rd2.1.3_P1+2_WT_20210730,O14,Ionis676630_10_P2.1-2,Ionis676630_10uM_P2.1-2,,30.53544556,23.30035568,7.235089875,,,,0.184892529,,
Rd2.1.3_P1+2_WT_20210730,O15,Ionis676630_10_P2.1-2,Ionis676630_10uM_P2.1-2,,30.78907663,23.39251974,7.396556881,,,,0.346359535,,
Rd2.1.3_P1+2_WT_20210730,P13,Ionis676630_10_P2.1-2,Ionis676630_10uM_P2.1-2,,31.63389048,23.93745815,7.696432331,,,,0.646234985,0.608658243,0.655806341
Rd2.1.3_P1+2_WT_20210730,P14,Ionis676630_10_P2.1-2,Ionis676630_10uM_P2.1-2,,31.58585061,23.99833033,7.587520273,,,,0.537322927,,
Rd2.1.3_P1+2_WT_20210730,P15,Ionis676630_10_P2.1-2,Ionis676630_10uM_P2.1-2,,31.77185665,24.07924249,7.692614163,,,,0.642416817,,
Rd2.1.3_P1+2_WT_20210730,O16,Ionis676630_3_P2.1-2,Ionis676630_3uM_P2.1-2,,30.07205836,22.7169334,7.355124957,,,,0.304927611,0.246885113,0.842713935
Rd2.1.3_P1+2_WT_20210730,O17,Ionis676630_3_P2.1-2,Ionis676630_3uM_P2.1-2,,29.92713132,22.76638499,7.160746336,,,,0.110548989,,
Rd2.1.3_P1+2_WT_20210730,O18,Ionis676630_3_P2.1-2,Ionis676630_3uM_P2.1-2,,30.19776401,22.82238793,7.375376084,,,,0.325178738,,
Rd2.1.3_P1+2_WT_20210730,P16,Ionis676630_3_P2.1-2,Ionis676630_3uM_P2.1-2,,30.23935764,23.00146872,7.237888925,,,,0.187691579,0.143271724,0.905463428
Rd2.1.3_P1+2_WT_20210730,P17,Ionis676630_3_P2.1-2,Ionis676630_3uM_P2.1-2,,30.27935767,23.03061516,7.248742508,,,,0.198545162,,
Rd2.1.3_P1+2_WT_20210730,P18,Ionis676630_3_P2.1-2,Ionis676630_3uM_P2.1-2,,30.20499281,23.11121704,7.093775777,,,,0.043578431,,
Rd2.1.3_P1+2_WT_20210730,N10,Ionis77_10_P2.1-2,Ionis77_10uM_P2.1-2,,30.91582261,23.71601894,7.199803665,,,,0.149606319,0.199714336,0.870722956
Rd2.1.3_P1+2_WT_20210730,N11,Ionis77_10_P2.1-2,Ionis77_10uM_P2.1-2,,31.07705442,23.79141611,7.285638309,,,,0.235440962,,
Rd2.1.3_P1+2_WT_20210730,N12,Ionis77_10_P2.1-2,Ionis77_10uM_P2.1-2,,31.05469048,23.79039741,7.264293073,,,,0.214095727,,
Rd2.1.3_P1+2_WT_20210730,N22,Ionis77_10_P2.1-2,Ionis77_10uM_P2.1-2,,31.38915045,23.91604146,7.473108989,,,,0.422911643,0.474467587,0.719732351
Rd2.1.3_P1+2_WT_20210730,N23,Ionis77_10_P2.1-2,Ionis77_10uM_P2.1-2,,31.45850073,23.95277086,7.505729865,,,,0.455532519,,
Rd2.1.3_P1+2_WT_20210730,N24,Ionis77_10_P2.1-2,Ionis77_10uM_P2.1-2,,31.60218319,24.00702725,7.595155945,,,,0.544958599,,
