Experiment Name,Position,SampleName,ASO Microsynth ID,Exp,Test plate #
R3.1_P1-1+P1-2_MT_20210826,G10,Ionis1375651_3_R3.1P1-1,Ionis1375651_3uM_R3.1P1-1,0.5550464753222583,1-1
R3.1_P1-1+P1-2_MT_20210826,G11,Ionis1375651_3_R3.1P1-1,Ionis1375651_3uM_R3.1P1-1,0.5084477435735492,1-1
R3.1_P1-1+P1-2_MT_20210826,G12,Ionis1375651_3_R3.1P1-1,Ionis1375651_3uM_R3.1P1-1,0.5891175070088949,1-1
R3.1_P1-1+P1-2_MT_20210826,H4,Ionis1375651_3_R3.1P1-1,Ionis1375651_3uM_R3.1P1-1,,1-1
R3.1_P1-1+P1-2_MT_20210826,H5,Ionis1375651_3_R3.1P1-1,Ionis1375651_3uM_R3.1P1-1,0.2951134587163703,1-1
R3.1_P1-1+P1-2_MT_20210826,H6,Ionis1375651_3_R3.1P1-1,Ionis1375651_3uM_R3.1P1-1,0.2161000860550749,1-1
R3.1 P1-1+P1-2_Total_20210826,G10,Ionis1375651_3_R3.1P1-1,Ionis1375651_3uM_R3.1P1-1,0.6532535953052235,1-1
R3.1 P1-1+P1-2_Total_20210826,G11,Ionis1375651_3_R3.1P1-1,Ionis1375651_3uM_R3.1P1-1,0.7249904580968043,1-1
R3.1 P1-1+P1-2_Total_20210826,G12,Ionis1375651_3_R3.1P1-1,Ionis1375651_3uM_R3.1P1-1,0.7503308611904412,1-1
R3.1 P1-1+P1-2_Total_20210826,H4,Ionis1375651_3_R3.1P1-1,Ionis1375651_3uM_R3.1P1-1,,1-1
R3.1 P1-1+P1-2_Total_20210826,H5,Ionis1375651_3_R3.1P1-1,Ionis1375651_3uM_R3.1P1-1,0.2283826280648209,1-1
R3.1 P1-1+P1-2_Total_20210826,H6,Ionis1375651_3_R3.1P1-1,Ionis1375651_3uM_R3.1P1-1,1.3427480281953614,1-1
R3.1_P1-1+P1-2_WT_20210826,G10,Ionis1375651_3_R3.1P1-1,Ionis1375651_3uM_R3.1P1-1,0.5134002961987287,1-1
R3.1_P1-1+P1-2_WT_20210826,G11,Ionis1375651_3_R3.1P1-1,Ionis1375651_3uM_R3.1P1-1,0.652309377156459,1-1
R3.1_P1-1+P1-2_WT_20210826,G12,Ionis1375651_3_R3.1P1-1,Ionis1375651_3uM_R3.1P1-1,0.6297205277883321,1-1
R3.1_P1-1+P1-2_WT_20210826,H4,Ionis1375651_3_R3.1P1-1,Ionis1375651_3uM_R3.1P1-1,,1-1
R3.1_P1-1+P1-2_WT_20210826,H5,Ionis1375651_3_R3.1P1-1,Ionis1375651_3uM_R3.1P1-1,0.2359261647632869,1-1
R3.1_P1-1+P1-2_WT_20210826,H6,Ionis1375651_3_R3.1P1-1,Ionis1375651_3uM_R3.1P1-1,0.40071064692702,1-1
R3.1_P1-1+P1-2_MT_20210826,O10,Ionis1375651_3_R3.1P1-2,Ionis1375651_3uM_R3.1P1-2,0.8976861599215777,1-2
R3.1_P1-1+P1-2_MT_20210826,O11,Ionis1375651_3_R3.1P1-2,Ionis1375651_3uM_R3.1P1-2,1.0131603376948366,1-2
R3.1_P1-1+P1-2_MT_20210826,O12,Ionis1375651_3_R3.1P1-2,Ionis1375651_3uM_R3.1P1-2,0.9627660935901092,1-2
R3.1_P1-1+P1-2_MT_20210826,P4,Ionis1375651_3_R3.1P1-2,Ionis1375651_3uM_R3.1P1-2,0.8029210476219839,1-2
R3.1_P1-1+P1-2_MT_20210826,P5,Ionis1375651_3_R3.1P1-2,Ionis1375651_3uM_R3.1P1-2,0.7460120232828051,1-2
R3.1_P1-1+P1-2_MT_20210826,P6,Ionis1375651_3_R3.1P1-2,Ionis1375651_3uM_R3.1P1-2,0.7948352944110789,1-2
R3.1 P1-1+P1-2_Total_20210826,O10,Ionis1375651_3_R3.1P1-2,Ionis1375651_3uM_R3.1P1-2,0.596262163356195,1-2
R3.1 P1-1+P1-2_Total_20210826,O11,Ionis1375651_3_R3.1P1-2,Ionis1375651_3uM_R3.1P1-2,0.6092934695575416,1-2
R3.1 P1-1+P1-2_Total_20210826,O12,Ionis1375651_3_R3.1P1-2,Ionis1375651_3uM_R3.1P1-2,0.6028073890931033,1-2
R3.1 P1-1+P1-2_Total_20210826,P4,Ionis1375651_3_R3.1P1-2,Ionis1375651_3uM_R3.1P1-2,0.629994597891924,1-2
R3.1 P1-1+P1-2_Total_20210826,P5,Ionis1375651_3_R3.1P1-2,Ionis1375651_3uM_R3.1P1-2,0.3687894823819809,1-2
R3.1 P1-1+P1-2_Total_20210826,P6,Ionis1375651_3_R3.1P1-2,Ionis1375651_3uM_R3.1P1-2,0.3966356114988043,1-2
R3.1_P1-1+P1-2_WT_20210826,O10,Ionis1375651_3_R3.1P1-2,Ionis1375651_3uM_R3.1P1-2,1.3819532054164687,1-2
R3.1_P1-1+P1-2_WT_20210826,O11,Ionis1375651_3_R3.1P1-2,Ionis1375651_3uM_R3.1P1-2,1.2644750104971505,1-2
R3.1_P1-1+P1-2_WT_20210826,O12,Ionis1375651_3_R3.1P1-2,Ionis1375651_3uM_R3.1P1-2,1.2454304736761357,1-2
R3.1_P1-1+P1-2_WT_20210826,P4,Ionis1375651_3_R3.1P1-2,Ionis1375651_3uM_R3.1P1-2,0.980744164375259,1-2
R3.1_P1-1+P1-2_WT_20210826,P5,Ionis1375651_3_R3.1P1-2,Ionis1375651_3uM_R3.1P1-2,1.0330778700243233,1-2
R3.1_P1-1+P1-2_WT_20210826,P6,Ionis1375651_3_R3.1P1-2,Ionis1375651_3uM_R3.1P1-2,1.0125081912401577,1-2
R3.1_P2-1+P2-2_MT_20210826,G10,Ionis1375651_3_R3.1P2-1,Ionis1375651_3uM_R3.1P2-1,0.5638536556826296,2-1
R3.1_P2-1+P2-2_MT_20210826,G11,Ionis1375651_3_R3.1P2-1,Ionis1375651_3uM_R3.1P2-1,0.7431875945602637,2-1
R3.1_P2-1+P2-2_MT_20210826,G12,Ionis1375651_3_R3.1P2-1,Ionis1375651_3uM_R3.1P2-1,0.6277387508090573,2-1
R3.1_P2-1+P2-2_MT_20210826,H4,Ionis1375651_3_R3.1P2-1,Ionis1375651_3uM_R3.1P2-1,0.7022516870871012,2-1
R3.1_P2-1+P2-2_MT_20210826,H5,Ionis1375651_3_R3.1P2-1,Ionis1375651_3uM_R3.1P2-1,0.796510782176224,2-1
