Experiment Name,Position,SampleName,ASO Short Description ,Target SNP ID,CrossingPoint,CrossingPoint.1,dCt,Unnamed: 8,Avg,SD,ddCt,Avg_ddCt,Exp
Rd2.3_P5+6_Total_20210726,G1,Naïve_P2.3-5,Naïve_P2.3-5,,28.7433176251737,23.1239051611024,5.619412464071299,5.668423128528566,5.621019690347292,0.04491836811318541,-0.0016072262759925238,0.04740343818127446,0.9676763860576174
Rd2.3_P5+6_Total_20210726,G2,Naïve_P2.3-5,Naïve_P2.3-5,,28.8709356660237,23.1741670298045,5.6967686362192005,,,,0.07574894587190872,,
Rd2.3_P5+6_Total_20210726,G3,Naïve_P2.3-5,Naïve_P2.3-5,,28.8714048257226,23.1823165404274,5.689088285295199,,,,0.06806859494790718,,
Rd2.3_P5+6_Total_20210726,G4,Naïve_P2.3-5,Naïve_P2.3-5,,28.4104229875013,22.8379800388267,5.572442948674599,5.603770615482367,,,-0.04857674167269277,-0.017249074864924847,1.0120279080503565
Rd2.3_P5+6_Total_20210726,G5,Naïve_P2.3-5,Naïve_P2.3-5,,28.4745265269366,22.872491515897,5.6020350110396,,,,-0.018984679307691543,,
Rd2.3_P5+6_Total_20210726,G6,Naïve_P2.3-5,Naïve_P2.3-5,,28.5324201434683,22.8955862567354,5.6368338867329015,,,,0.01581419638560977,,
Rd2.3_P5+6_Total_20210726,H1,Naïve_P2.3-5,Naïve_P2.3-5,,28.5750819718266,22.9853814278352,5.589700543991398,5.566867452494365,,,-0.0313191463558935,-0.05415223785292659,1.0382488241410541
Rd2.3_P5+6_Total_20210726,H2,Naïve_P2.3-5,Naïve_P2.3-5,,28.6764492684076,23.0949591944773,5.581490073930297,,,,-0.039529616416994706,,
Rd2.3_P5+6_Total_20210726,H3,Naïve_P2.3-5,Naïve_P2.3-5,,28.6495965441368,23.1201848045754,5.5294117395614,,,,-0.09160795078589157,,
Rd2.3_P5+6_Total_20210726,H4,Naïve_P2.3-5,Naïve_P2.3-5,,28.4929252473738,22.8592012389384,5.633724008435401,5.645017564883868,,,0.012704318088109012,0.023997874536575797,0.983503522980578
Rd2.3_P5+6_Total_20210726,H5,Naïve_P2.3-5,Naïve_P2.3-5,,28.5657126150735,22.8814395074443,5.684273107629203,,,,0.0632534172819108,,
