Experiment Name,Position,SampleName,ASO Short Description ,CrossingPoint,CrossingPoint,dCt,,Avg,SD,ddCt,Avg_ddCt,Exp
ASO217-246_total_1.2-10_20210701,G1,Na夫e_P1.2-9,Na夫e_P1.2-9,30.68353923,24.01181714,6.67,,,,-1.54,-1.47,2.76
ASO217-246_total_1.2-10_20210701,G2,Na夫e_P1.2-9,Na夫e_P1.2-9,30.74244905,24.02772766,6.71,,,,-1.50,,
ASO217-246_total_1.2-10_20210701,G3,Na夫e_P1.2-9,Na夫e_P1.2-9,30.86992226,24.0237388,6.85,,,,-1.36,,
ASO217-246_total_1.2-10_20210701,G4,Na夫e_P1.2-9,Na夫e_P1.2-9,29.67019755,23.40618473,6.26,,,,-1.95,-1.89,3.70
ASO217-246_total_1.2-10_20210701,G5,Na夫e_P1.2-9,Na夫e_P1.2-9,29.73214216,23.34492265,6.39,,,,-1.82,,
ASO217-246_total_1.2-10_20210701,G6,Na夫e_P1.2-9,Na夫e_P1.2-9,29.67037356,23.34911221,6.32,,,,-1.89,,
ASO217-246_total_1.2-10_20210701,G7,Na夫e_P1.2-9,Na夫e_P1.2-9,29.39333186,23.02013539,6.37,,,,-1.84,-1.82,3.53
ASO217-246_total_1.2-10_20210701,G8,Na夫e_P1.2-9,Na夫e_P1.2-9,29.39835249,22.99085992,6.41,,,,-1.80,,
ASO217-246_total_1.2-10_20210701,G9,Na夫e_P1.2-9,Na夫e_P1.2-9,29.40478246,23.01485991,6.39,,,,-1.82,,
ASO217-246_total_1.2-10_20210701,H1,Na夫e_P1.2-9,Na夫e_P1.2-9,31.76575661,24.31036014,7.46,,,,-0.75,-0.90,1.87
ASO217-246_total_1.2-10_20210701,H2,Na夫e_P1.2-9,Na夫e_P1.2-9,31.68574229,24.43544695,7.25,,,,-0.96,,
ASO217-246_total_1.2-10_20210701,H3,Na夫e_P1.2-9,Na夫e_P1.2-9,31.5626492,24.35013406,7.21,,,,-1.00,,
ASO217-246_total_1.2-10_20210701,H4,Na夫e_P1.2-9,Na夫e_P1.2-9,31.09937147,23.93084225,7.17,,,,-1.04,-0.85,1.80
ASO217-246_total_1.2-10_20210701,H5,Na夫e_P1.2-9,Na夫e_P1.2-9,31.32270706,23.93676031,7.39,,,,-0.82,,
ASO217-246_total_1.2-10_20210701,H6,Na夫e_P1.2-9,Na夫e_P1.2-9,31.60246908,24.07668543,7.53,,,,-0.68,,
ASO217-246_total_1.2-10_20210701,H7,Na夫e_P1.2-9,Na夫e_P1.2-9,29.48576311,23.12321044,6.36,,,,-1.85,-1.77,3.41
ASO217-246_total_1.2-10_20210701,H8,Na夫e_P1.2-9,Na夫e_P1.2-9,29.57973335,23.07068589,6.51,,,,-1.70,,
ASO217-246_total_1.2-10_20210701,H9,Na夫e_P1.2-9,Na夫e_P1.2-9,29.53303085,23.07820499,6.45,,,,-1.76,,
ASO217-246_total_1.2-10_20210701,G10,Ionis1375651_10_P1.2-9,Ionis1375651_10uM_P1.2-9,33.52872911,24.22488752,9.30,,,,1.09,1.33,0.40
ASO217-246_total_1.2-10_20210701,G11,Ionis1375651_10_P1.2-9,Ionis1375651_10uM_P1.2-9,33.7624462,24.27280003,9.49,,,,1.28,,
ASO217-246_total_1.2-10_20210701,G12,Ionis1375651_10_P1.2-9,Ionis1375651_10uM_P1.2-9,34.05642227,24.23712423,9.82,,,,1.61,,
ASO217-246_total_1.2-10_20210701,H10,Ionis1375651_10_P1.2-9,Ionis1375651_10uM_P1.2-9,35.31241078,25.31762471,9.99,,,,1.78,2.08,0.24
ASO217-246_total_1.2-10_20210701,H11,Ionis1375651_10_P1.2-9,Ionis1375651_10uM_P1.2-9,35.8970395,25.23364366,10.66,,,,2.45,,
ASO217-246_total_1.2-10_20210701,H12,Ionis1375651_10_P1.2-9,Ionis1375651_10uM_P1.2-9,35.53822771,25.33098204,10.21,,,,2.00,,
ASO217-246_total_1.2-10_20210701,G13,Ionis676630_10_P1.2-9,Ionis676630_10uM_P1.2-9,33.30530419,25.52485715,7.78,7.85,8.21,0.37,-0.43,-0.36,1.29
ASO217-246_total_1.2-10_20210701,G14,Ionis676630_10_P1.2-9,Ionis676630_10uM_P1.2-9,33.52302624,25.61305431,7.91,,,,-0.30,,
ASO217-246_total_1.2-10_20210701,G15,Ionis676630_10_P1.2-9,Ionis676630_10uM_P1.2-9,33.41922655,25.57251842,7.85,,,,-0.36,,
ASO217-246_total_1.2-10_20210701,G16,Ionis676630_10_P1.2-9,Ionis676630_10uM_P1.2-9,34.40103503,25.68436195,8.72,8.62,,,0.51,0.41,0.75
ASO217-246_total_1.2-10_20210701,G17,Ionis676630_10_P1.2-9,Ionis676630_10uM_P1.2-9,34.04608809,25.69578248,8.35,,,,0.14,,
ASO217-246_total_1.2-10_20210701,G18,Ionis676630_10_P1.2-9,Ionis676630_10uM_P1.2-9,34.54788799,25.75827952,8.79,,,,0.58,,
ASO217-246_total_1.2-10_20210701,H13,Ionis676630_10_P1.2-9,Ionis676630_10uM_P1.2-9,34.99487628,26.77792375,8.22,7.95,,,0.01,-0.26,1.19
ASO217-246_total_1.2-10_20210701,H14,Ionis676630_10_P1.2-9,Ionis676630_10uM_P1.2-9,34.6261315,26.82631343,7.80,,,,-0.41,,
ASO217-246_total_1.2-10_20210701,H15,Ionis676630_10_P1.2-9,Ionis676630_10uM_P1.2-9,34.70974973,26.86507113,7.84,,,,-0.37,,
ASO217-246_total_1.2-10_20210701,H16,Ionis676630_10_P1.2-9,Ionis676630_10uM_P1.2-9,35.04582489,27.31927999,7.73,8.42,,,-0.48,0.21,0.86
ASO217-246_total_1.2-10_20210701,H17,Ionis676630_10_P1.2-9,Ionis676630_10uM_P1.2-9,36.52424484,27.32786287,9.20,,,,0.99,,
ASO217-246_total_1.2-10_20210701,H18,Ionis676630_10_P1.2-9,Ionis676630_10uM_P1.2-9,35.68680202,27.3453103,8.34,,,,0.13,,
ASO217-246_total_1.2-10_20210701,A1,ASO217_10,KQ999_L20_5-10-5_10uM_P1.2-9,34.87894529,26.40137291,8.48,,,,0.27,-0.05,1.03
ASO217-246_total_1.2-10_20210701,A2,ASO217_10,KQ999_L20_5-10-5_10uM_P1.2-9,34.75706855,26.42642687,8.33,,,,0.12,,
ASO217-246_total_1.2-10_20210701,A3,ASO217_10,KQ999_L20_5-10-5_10uM_P1.2-9,34.21440242,26.52932932,7.69,,,,-0.52,,
ASO217-246_total_1.2-10_20210701,A4,ASO217_10,KQ999_L20_5-10-5_10uM_P1.2-9,40,29.17726224,10.82,,,,2.61,1.69,0.31
ASO217-246_total_1.2-10_20210701,A5,ASO217_10,KQ999_L20_5-10-5_10uM_P1.2-9,37.36906578,29.22448134,8.14,,,,-0.07,,
ASO217-246_total_1.2-10_20210701,A6,ASO217_10,KQ999_L20_5-10-5_10uM_P1.2-9,40,29.27707581,10.72,,,,2.51,,
ASO217-246_total_1.2-10_20210701,A7,ASO217_3,KQ999_L20_5-10-5_3uM_P1.2-9,32.11307626,24.69550047,7.42,,,,-0.79,-0.61,1.53
ASO217-246_total_1.2-10_20210701,A8,ASO217_3,KQ999_L20_5-10-5_3uM_P1.2-9,32.12978217,24.67694217,7.45,,,,-0.76,,
ASO217-246_total_1.2-10_20210701,A9,ASO217_3,KQ999_L20_5-10-5_3uM_P1.2-9,32.6918371,24.76067619,7.93,,,,-0.28,,
